index,event_id,filename,anumber,sentence_count,report_type,sentence_idx,sentence_triggers,event_text,label,lower_idx,upper_idx,DATE,LOCATION,MINERAL,ORE_DEPOSIT,ROCK,STRAT,TIMESCALE,TRIGGER
341,a074767_c117_1997_2007a_9782532_389,a074767_c117_1997_2007a_9782532.json,74767,565,Annual,389,mineralisation,"Note that the nugget and sills are all normalised. The variograms are poorly structured for two of the three directional variograms, with the spherical models representing a best fit. The ranges are anisotropic, indicating stronger continuity for the grade in the Primary direction as compared with the orthogonal direction in the plane of mineralisation. Quinney, in Crescent (2006) discusses high grade shoots in the nearby Mary Mac and Craigiemore Deposits, plunging to the North in the plane of mineralisation (80 to 100). These shoot orientations are inferred to control mineralisation at Mary Mac South, and accordingly the primary direction was selected as having a Northerly plunge of 70 in the plane of mineralisation.",False,389,390,2006,,,,,,,"mineralisation, high grade, mineralisation, mineralisation, mineralisation"
897,a087350_0821-2010-01_18051746_63,a087350_0821-2010-01_18051746.json,87350,68,Annual,63,mineralization,"Tenements in the southern block are covered by Quarternary alluvium/colluvium up to 26m in thickness. The residual regolith profile composes saprolitic clay and occasional retention of a mottled or poorly developed pallid zone. Mineralization within the Malcolm tenement area has been associated with sheared quartz in the gabbro and dolerite of the western-most ridge and additionally with Malcolm Project Annual Report 2009-2010 7 sulphides in dolerite. The prospect runs into the Argonaut Rift Zone to the south which contains significant gold mineralization at depth, associated with banded iron formations (BIF's). This report outlines gold exploration activities undertaken by St Barbara Ltd (SBM) on the Malcolm project, for the period of 2 May 2009 to 1 May 2010.",False,63,63,"2009-2010, May 2009 to 1, May 2010","Malcolm, Malcolm, Malcolm","quartz, sulphides, gold, gold",,"alluvium, colluvium, regolith, clay, gabbro, dolerite, dolerite, banded iron formations, BIF",,,"Mineralization, prospect, significant, mineralization"
554,a079756_annual mineral exploration report_10297969_44,a079756_annual mineral exploration report_10297969.json,79756,114,Annual,44,possibly,"Minor BIF and sediments. Upper (west) Unit basalt with minor BIF, sulphidic chert and shale, and ultramafic. Possibly a folded and faulted equivalent of the Lower Unit. Overlain to the west by thrust-faulted granite. Using the above classification, E30/290 is underlain by rocks of the central and upper units of the Illaara greenstone belt.",False,44,44,,,,,"BIF, sediments, basalt, BIF, chert, shale, granite",greenstone belt,,Possibly
1917,a085941_c74_2004_2009a_10890700_318_old,a085941_c74_2004_2009a_10890700.json,85941,558,Annual,318,"possible, extensive","Ongoing target-oriented exploration will require: EM survey of all ultramafic formations. Targetted drilling of EM anomalies. There are extensive cherty sediments (possible sulphidic shales below the weathering zone) associated with the contacts of the ultramafic formations. These will create EM conductors which will interfere with the exploration for Ni sulphide, and require the selection of EM conductors with long decay times. Widespread carbonate alteration and prospecting activity indicates that the Jubilee Acra NW Barton Dam area is prospective for gold mineralization, and the sinuous fault system proposed is favourable for the formation of gold deposits.",False,316,320,,"long, Jubilee","sulphide, carbonate, gold",gold deposits,"sediments, shales",,,"extensive, possible, prospective, mineralization, proposed, favourable"
2686,a075884_p37_6705a_12482858_122_old,a075884_p37_6705a_12482858.json,75884,193,Annual,122,extensive,"Cumulate textures are subdivided on the basis of the proportion of cumulus crystals to the crystallisation products of magma trapped between the cumulus crystals. Orthocumulates (oOC) exhibit a high proportion of intercumulus material enclosing subhedral to euhedral cumulus olivine crystals. Mesocumulates (oMC) are rocks in which the cumulus crystals exhibit extensive mutual boundary contact but which retain some recognisable primary igneous porosity. Adcumulates (oAC) are rocks, which have little or no intercumulus material and are characterised by anhedral crystals exhibiting a very high degree of mutual boundary contact and triple point junctions. An idealised komatiite sheet flow stratigraphic succession in descending order is: gabbro (non cumulate) pyroxenite pyroxene cumulates (including harrisite) OOC olivine orthocumulate, thin heterogeneous units oMC olivine mesocumulate, upper oAC olivine adcumulate, thick uniform sheet flow sequence oMC basal olivine mesocumulate P37/6705 Page 10 oOC basal thin unit olivine orthocumulate Textural interpretations are an important exploration guide, and are a prime basis for drill hole siting.",False,120,124,,,"crystals, crystals, olivine, crystals, crystals, crystals, pyroxene, olivine, olivine, olivine, olivine, olivine",,"komatiite, gabbro, pyroxenite",,,extensive
1863,a080499_e04_1172_ii_2008_9892439_140_old,a080499_e04_1172_ii_2008_9892439.json,80499,330,Annual,140,encouraging,"In the latter two holes ID33 and ID15 matrix matching technique was used. Surface grab samples were also collected by Dr Alistair Reed on Irvine Island prior to drilling. These show encouraging results within the Isthmus Region and Hardstaff Peninsula (results within digitally supplied data in Appendix 1). Drilling Activities Exploration drilling for iron ore was undertaken using diamond drilling rigs on both, Hardstaff Peninsula and the Isthmus Region (Figure 1). The diamond drilling program commenced on the 14th of August 2008 and was completed on the 25th October 2008.",False,138,142,"the 14th of August 2008, the 25th October 2008",,"diamond, diamond",iron ore,,,,
2665,a074793_ev_report_ann06_doir_13853956_27_old,a074793_ev_report_ann06_doir_13853956.json,74793,106,Annual,27,follow up work,"Drilling results at Montpellier, although generally disappointing, confirmed the presence of the widespread anomalous surface gold, and suggested the presence of several highly leached gold zones warranting further exploration work. East of Montpellier in the Broadbents area, widely spaced reconnaissance auger soil lines identified several north trending soil gold anomalies warranting infill soil sampling and follow-up reconnaissance RAB drilling. Five gold targets were recommended for exploration work in 2006 (Figure 11) but follow-up work was not undertaken by Polaris with the change of exploration focus from gold to iron. 3.1 Spatial iron ore target identification 4 3.2 Reconnaissance geological mapping and rock chip sampling 4 3.3 Reconnaissance gravity surveying 5 Iron ore exploration work undertaken within E77/1107-I was limited to iron target EVTI001.",True,25,29,2006,,"surface gold, gold, gold, gold, gold, iron, iron","iron ore, Iron ore",,,,"confirmed the presence, anomalous, presence of, further exploration"
1186,a098554_finaldraft_e45_2639_2013a_17104801_1205,a098554_finaldraft_e45_2639_2013a_17104801.json,98554,1279,Annual,1205,"proposed, significantly","As heritage values of a place are part of the 'environment', these aspects of the EPBC Act protect the Commonwealth Heritage values of a Commonwealth Heritage place and the heritage values of a place on the Register of the National Estate. This part of the report summarises other matters protected under the Act that may relate to the area you nominated. Approval may be required for a proposed activity that significantly affects the environment on Commonwealth land, when the action is outside the Commonwealth land, or the environment anywhere when the action is taken on Commonwealth land. Approval may also be required for the Commonwealth or Commonwealth agencies proposing to take an action that is likely to have a significant impact on the environment anywhere. A permit may be required for activities in or on a Commonwealth area that may affect a member of a listed threatened species or ecological community, a member of a listed migratory species, whales and other cetaceans, or a member of a listed marine species.",False,1205,1205,,,,,,,,"proposed, significantly, proposing, significant"
708,a082622_pdf003_15224705_46,a082622_pdf003_15224705.json,82622,181,Annual,46,prospect,"The leaseholder spent half a day compiling the map as described which includes the time spent having the photos processed and printed at a Photo Lab. 2008/2009 ANNUAL REPORT FOR P/L 77/3643 Off-Field Work Data Compilation (Drill Hole Cross-Sections) The leaseholder spent seven days compiling a total of 36 new drill hole cross-sectional views of 36 old RAB holes which have been drilled on this ground since 1990. To create all these new A4 size cross-sections, each page was first overprinted with some basic data including a 'Legend' to provide essential information relating to the tenement including the tenement number, the name of the prospect, the date it was drawn and the adopted scale. The rest of the information was then drawn by hand (including some in colour) to display the hole number at the adopted collar, the hole depth & angle of dip, the metre intervals and the individual assay results. Some of these drill holes did encounter minor gold intersections and the 'assumed projected view' of these mineralised zones were drawn in colour to give a better perspective of their interpreted size and scope.",False,46,46,"half a day, 2008/2009, ANNUAL, seven days, 1990",,gold,,,,,"prospect, mineralised"
1999,a084596_vb_2009a_14667110_279_old,a084596_vb_2009a_14667110.json,84596,307,Annual,279,"low grade, broad, mineralisation","Significant results from the Stockade prospect include; VBRC009 2m at 3.4 g/t Au from 82m VBRC012 4m at 1.0 g/t Au from 12m VBRC013 9m at 2.8 g/t Au from 87m Scimitar also completed eight holes for 1,102m at the Vettersburg South prospect. The drilling tested the down dip and southern strike extensions of the previously identified mineralisation. The drilling intersected a number of broad zones of low grade gold mineralisation (+0.5g/t) and a number of higher grade intervals. Mineralisation is associated with a shallow east dipping quartz veins and shears associated with a deep weathering profile within sheared basalts, mafic schists, meta-sediments and dolerites. Significant results from the Vettersburg South prospect include; VBRC001 3m at 8.41 g/t from 74m 11m at 1.24 g/t from 98m VBRC004 2m at 4.13 g/t from 139m During the 2006-2007 reporting period Scimitar completed a further seven RC holes for 831 metres (VBRC 014 to 020) at the Stockade prospect.",False,277,281,2006-2007,,gold,,"quartz veins, basalts, mafic schists, sediments, dolerites",,,"Significant, prospect, prospect, mineralisation, broad, low grade, mineralisation, higher grade, Significant, prospect, prospect"
2349,a080379_e80_2574_08atr_12876104_10_old,a080379_e80_2574_08atr_12876104.json,80379,156,Annual,10,"mineralisation, potential","The HCO has a number of similarities to the Tornio-Narankavaara (T-N) intrusive belt in northern Finland. The T-N belt contains at least 20 intrusive complexes of varying forms, ranging in area from 1 km2 to 200 km2. This belt contains the Portimo and Penikat intrusive complexes that are known to host PGE mineralisation of potential economic grade and size. The mineralisation in the Penikat intrusive is analogous to the PGE mineralisation at the Panton. The Penikat intrusive complex is a 23 km by 1.5-3.5 km sill-like layered intrusive.",False,8,12,,,,"PGE, PGE",,,,"mineralisation, potential, mineralisation, mineralisation"
166,a099572_sr e31_758_2013_17554547_94,a099572_sr e31_758_2013_17554547.json,99572,105,Partial Surrender,94,prospects,"Given that the terms of the licence expired this year, the decision was made to surrender the tenement. Murrin Murrin Holdings Pty Ltd (60%) Glenmurrin Pty Ltd (40%) Prospects Drilled: nil E31/341, E31/501, E31/548, M31/378, M31/442, Yerilla, Golden Valley, Westward Ho, Gay Hill, Macs Find, George Well, Mount Boyce, Watson, Raeside, Top Lake, Bullion Well, Wandary Well, Black Gin Rocks, Gum Swamp, Mount Kildare, Rainbow Bore, Bottom Lake Well, Mud Hut Well, Nine Mile Well, Macs Find, Oak Well. Neighbouring Tenement Holders Tenements to the west and east are variously held by Prospectors.",False,94,94,this year,"Murrin Murrin, Yerilla",,,Mud,,,Prospects
2188,a077415_plumridge combined report 2007_16727369_98_old,a077415_plumridge combined report 2007_16727369.json,77415,228,Annual,98,extensive,"The mapped outcrop on the map sheets is dominated by red-brown aeolian sand and minor areas of colluvium and alluvium. In the west of the CUNDEELEE and MINIGWAL sheets, there are relatively small exposures of crystalline Proterozoic and Archaean-age basement rocks, with outcropping Proterozoic aged felsic granulites of the Fraser complex as far east as E28/1558. In the south-eastern corner of the CUNDEELEE and southern section of the SEEMORE sheets, there are relatively extensive exposures of Tertiary-age sediments deposited in the Eucla Basin. The geological sections presented on the published geological map sheets show that the Plumridge project is located in an area where flat-lying, unmetamorphosed Tertiary and Quaternary-age sediments of the Eucla Basin on-lap the older crystalline basement. 5.2 Surface The mapped surface is dominated by red-brown aeolian sand, commonly overlying a hard calcrete surface.",False,96,100,,"Eucla Basin, Eucla Basin",,,"sand, colluvium, alluvium, felsic granulites, sediments, sediments, sand, calcrete",Fraser complex,"Proterozoic, Archaean, Proterozoic, Tertiary, Tertiary, Quaternary",extensive
331,a074626_bh_annual_doir_report_2006_11807004_351,a074626_bh_annual_doir_report_2006_11807004.json,74626,749,Annual,351,"significant, potential",Existing surface gold anomalies and significant drill intersections remain to be fully evaluated. The area has returned anomalous soil geochemistry over the entire region. Significant drill intersections include 4m at 7.9g/t Au from 46m (JSAC132) in an area adjoining 400m of untested strike potential. The target is positioned approximately 150m west of and along strike from the Toomey Hills Gold workings. The area requires further drill evaluation.,False,351,352,,,"surface gold, Gold",,,,,"significant, anomalous, Significant, potential"
1270,a101993_c115_2010 webbs patch combined report_2014_11614552_11,a101993_c115_2010 webbs patch combined report_2014_11614552.json,101993,95,Annual,11,anomalous,"Doray Minerals tenements at Webbs Patch . 6 Table 2: Previous work completed by historic explorers at Black Tank Well . 11 Table 3 - Anomalous soil sample results (greater than 20ppb Au) . 14 List of Figures Figure 1: Webbs Patch Tenement Package with solid geology interpretation . 7 Figure 2: Tectonic division of the Yilgarn Craton, showing subdivisions into terranes and domains (modified from Cassidy et al., 2006).",False,11,12,2006,Yilgarn Craton,,,,,,Anomalous
2458,a081040_berringarra annual report 2009_11747811_29_old,a081040_berringarra annual report 2009_11747811.json,81040,51,Annual,29,potential,"Figure 3 below, details the geology of the Berringarra Tenement. Figure 3 Berringarra-Tenement and Regional Geology The tenement area is dominated by gnessic sediments punctuated with hills of ultramafic rocks which represent the targets for potential nickel mineralization. Table 1 below, summarises the exploration activity undertaken during the current reporting period. Prior to the commencement of field activities an office based review of the published geological and radiometric data and project analysis was undertaken.",False,27,31,,,nickel,,sediments,,,"potential, mineralization"
1791,a076932_e80_2389 2007a_14087599_340_old,a076932_e80_2389 2007a_14087599.json,76932,472,Annual,340,"potential, mineralisation","Diamond drilling is planned for the 2008 field season. Results to date support the historical work, and indicate economic iron ore mineralization at both the Tony and Sam prospects. Work carried out in the reporting period includes metallurgical testwork and regional stream sediment sampling to assess other mineralisation potential of the project (Figure 1). 3 1.0 Introduction The Argyle Iron Ore Project is situated south of the port of Wyndham and south-southwest of the town of Kununurra in the East Kimberley of Western Australia (Figure 2). The Tony deposit is 128 kilometres south of Wyndham and the northern end of the Sam deposit at the northern property boundary is 120 kilometres south of Wyndham.",False,338,342,2008,"Argyle, Wyndham, southwest, Kununurra, Kimberley, Western Australia, Wyndham, Wyndham",Diamond,"iron ore, Iron Ore",sediment,,,"support, mineralization, prospects, mineralisation, potential"
2361,a080379_e80_2574_08atr_12876104_131_old,a080379_e80_2574_08atr_12876104.json,80379,156,Annual,131,mineralisation,"Mineral occurrences and exploration potential of the East Kimberley. Western Australia Geological Survey, Report 74, 83p. Geology and mineralisation of the Palaeoproterozoic layered maficultramafic intrusions in the Halls Creek Orogen, Western Australia. Geology and economic potential of the Palaeoproterozoic layered mafic-ultramafic intrusions in the East Kimberley, Western Australia. Australian Geological Survey Organisation, Bulletin 242, 319p.",False,129,133,,"Kimberley, Western Australia, Halls Creek Orogen, Western Australia, Kimberley, Western Australia",,,,,,"exploration potential, mineralisation, potential"
2312,a077286_crl_comannualrep_c160_2007_17882779_84_old,a077286_crl_comannualrep_c160_2007_17882779.json,77286,168,Annual,84,mineralisation,"Dolerite accounts for around 90% of the thickness of the sequence at Weld Range and there has been no evidence to suggest the mafics are anything but intrusive in origin (Elias 1982). The iron formations generally dip steeply to the southeast with most of the deposits occurring in a persistent Bif up to 40m thick in the Wilgie Mia Iron Formation, which forms the southern range of Weld Range. The iron mineralisation is predominantly hematite, hematite/goethite and goethite ores, confined to narrow discontinuous lenses within the Bifs. The iron deposits of the northern ranges, the Madoonga Formation, consist chiefly of goethite and lesser hematite/goethite ores. Very small low grade goethite bodies lie sparsely scattered in the central part of the Weld Range.",False,82,86,1982,"Weld Range, Wilgie Mia, Weld Range, Weld Range","iron, hematite, hematite, goethite, goethite, hematite, goethite","goethite ores, iron deposits, goethite ores","Dolerite, iron formations, Bif, Iron Formation, Bifs",Madoonga Formation,,"mineralisation, low grade"
2441,a080293_e39-1229 annual nov08-2_11745851_28_old,a080293_e39-1229 annual nov08-2_11745851.json,80293,70,Annual,28,potential,"A1 reviewed the potential for the palaeochannel hosting the lignite deposit to extend into E39/1229. An analysis of palaeodrainage from radiometrics and DTM data was conducted. Whilst the lake trends suggest extension in this direction more work is required for assessing regional lignite potential. The nickel review by John Hronsky (Western Mining Services) resulted in 3 nickel targets being identified on the tenement. These are targets 4, 5 and 6 from Hronskys review of all A1s Narnoo tenements.",True,26,30,,,"nickel, nickel",,"lignite, lignite",,,"potential, potential"
2872,a075551_e381310_ann_2007_verification report_15693033_8_old,a075551_e381310_ann_2007_verification report_15693033.json,75551,9,Annual,8,potential,"Exploration Licence 38/1310 is accessed by gravel roads to Burtville and from Burtville access is via station tracks. Exploration Licence 38/1310 is located to the east north-east of the historic Mikado Gold Mine situated within Mining Lease 38/9. Work completed during the reporting period comprised a project review, comprising data appraisal and geological compilation of the area to establish exploration potential.",False,6,9,,"Burtville, Burtville",Gold,,gravel,,,exploration potential
2015,a077724_combined annual report c5_2003 lake carey 032008_15470706_141_old,a077724_combined annual report c5_2003 lake carey 032008_15470706.json,77724,419,Annual,141,mineralisation,"Downhole EM surveys were also carried out on two of the diamond holes at Gallant. Verncombe and Associates carried out a structural review of one of the mineralised shoots in the Fortitude Deposit to determine the most likely orientation for ore block modeling. A review was also undertaken of the Gallant prospect to assist in the geological interpretation of the mineralisation discovered. A 20m height, 50m line spaced aeromagnetic survey was completed by UTS Geophysics. A total of 1,585 line kms were completed covering approximately 75% of the tenement area.",False,139,143,,,diamond,,,,,"mineralised, prospect, mineralisation, discovered"
1787,a076932_e80_2389 2007a_14087599_312_old,a076932_e80_2389 2007a_14087599.json,76932,472,Annual,312,possible,"5.0 Exploration Programme Exploration activity undertaken on E80/2389 during the 2007 reporting period includes: Metallurgical Testwork of the Haematite and Magnetite materials Regional Exploration At the end of this period the samples will, at the option of the client either be discarded or stored for a further period, subject to the payment of a storage fee. 2.0 NOTIFICATION The onus is placed on the client to notify in writing (by completing the Sample Disposal Advice Form F 0004 attached) its storage requirements as soon as possible after the receival of the report to ensure storage instructions are implemented prior to the expiry of the free storage period. A Sample Disposal Advice form has been supplied with this policy to assist with this notification. If no instructions are received by the end of the free storage period, storage fees will accumulate and be charged automatically, on the assumption that continued storage is required.",False,310,314,"E80/2389, 2007",,Magnetite,,,,,possible
2271,a081542_ar_ravensthorpe_2008_11788500_7_old,a081542_ar_ravensthorpe_2008_11788500.json,81542,19,Annual,7,"potential, encouraging","The project covers landforms and vegetation types ranging from relatively hilly areas of thick native scrub or cleared pasture, through to undulating cleared farmland. The predominant land use is for cropping of cereal and grasses, and for sheep grazing. Work completed during the 2008 reporting period aimed at progressing the nickel sulphide exploration potential of the project through increasing the regional EM coverage of known ultramafic units and drill testing of an anomaly generated by this EM work Encouraging results from regional EM surveying completed in 2008 include the generation of responses, particularly in Areas 1 and 5. Further work is required to assess the prospectivity and priorities of these responses. Appendix 1: VTEM digital data and contractor report Appendix 2: Drilling digital data Appendix 3: Surface geochemical digital data Appendix 4: Geological code sheet 1",True,5,9,"2008, 2008",,"nickel, sulphide",,,,,"exploration potential, Encouraging, prospectivity"
2067,a079604_p15_4782_2008a_15306990_3_old,a079604_p15_4782_2008a_15306990.json,79604,253,Annual,3,extensive,"Heron Resources Ltd, Coolgardie North Project (P15/4782) Annual Report 2008 10 Cumulate textures are subdivided on the basis of the proportion of cumulus crystals to the crystallisation products of magma trapped between the cumulus crystals. Orthocumulates (oOC) exhibit a high proportion of intercumulus material enclosing subhedral to euhedral cumulus olivine crystals. Mesocumulates (oMC) are rocks in which the cumulus crystals exhibit extensive mutual boundary contact but which retain some recognisable primary igneous porosity. Adcumulates (oAC) are rocks, which have little or no intercumulus material and are characterised by anhedral crystals exhibiting a very high degree of mutual boundary contact and triple point junctions. An idealised komatiite sheet flow stratigraphic succession in descending order is: gabbro (non cumulate) pyroxenite pyroxene cumulates (including harrisite) OOC olivine orthocumulate, thin heterogeneous units oMC olivine mesocumulate, upper oAC olivine adcumulate, thick uniform sheet flow sequence oMC basal olivine mesocumulate oOC basal thin unit olivine orthocumulate Textural interpretations are an important exploration guide, and are a prime basis for drillhole siting.",False,1,5,2008 10,Coolgardie,"crystals, crystals, olivine, crystals, crystals, crystals, pyroxene, olivine, olivine, olivine, olivine, olivine",,"komatiite, gabbro, pyroxenite",,,extensive
871,a086763_c119_2005_hogans ar_2009_10_cr34850_10575413_117,a086763_c119_2005_hogans ar_2009_10_cr34850_10575413.json,86763,172,Annual,117,anomalism,"These holes returned anomalism below the transported interface and displayed an alteration assemblage consisting of chlorite biotite lecoxene haematite within a dioritic host rock. Intersections of lamprophyre were also observed in the area. Aircore is not the ideal method to further test this alteration and anomalism, as blade refusal occurs soon after the transported interface. Following an unsuccessful attempt (excessive groundwater) to twin the anomalous historical Goldfields drill hole SAL1089 with RC, a diamond tail (NEWHGDD0001) was drilled by re-entering SAL1089. The drillers experienced problems casing the hole and cased-off at 92m the total depth for SAL1089 was 96m, although it is possible there has been some deviation down hole after the attempt at extending it with RC.",False,117,118,,Goldfields,"chlorite, biotite, diamond",,"host rock, lamprophyre",,,"anomalism, anomalism, anomalous, possible"
2723,a076691_snake well annual rept tojuly 07_10323557_131_old,a076691_snake well annual rept tojuly 07_10323557.json,76691,176,Annual,131,mineralisation,"Two significant intersections were returned from two holes, 97RWR315 returned 31 metres at 2.08 g/t gold and 97RWR308 returned 4 metres at 26.7 g/t gold. Each hole corresponds to a separate cross cutting structure Seven RC drill holes were completed by Roebuck at the Rabbit Well Prospect in mid 1997. Significant gold mineralisation was intersected in 97RWRC6A, 8 metres at 26.3 g/t from 90 metres and 97RWRC7, 8 metres at 9.1 g/t from 76 metres. Diamond drill holes 97RWD5 and 6 were drilled down dip of high-grade intersections in 97RWRC7 and 6A respectively. These holes intersected an altered shear zone but carried only thin intervals of >1g/t gold.",False,129,133,mid 1997,,"gold, gold, gold, Diamond, gold",,,,,"significant, Significant, mineralisation"
881,a086870_ma_c33_2010_2010a_14946696_1192,a086870_ma_c33_2010_2010a_14946696.json,86870,1877,Annual,1192,support,Ecological features: Ecological role: A major breeding area for Banded Stilt Cladorhynchus leucocephalus. Plant structural formations: No vegetation occurs on the lake bed; islands and lake margins support low shrubland. Surrounding areas support open scrub. Significance: A good example of an intermittent saline lake of the bioregion. Identified as meeting one Ramsar Criterion for listing as a Wetland of International Importance (Jaensch and Watkins 1999).,False,1192,1192,1999,,,,,,,"support, support, Significance"
1923,a085941_c74_2004_2009a_10890700_431_old,a085941_c74_2004_2009a_10890700.json,85941,558,Annual,431,potential,"Regolith in the Jubilee Acra Kalpini area Robert Perriam was commissioned to map the Jubilee stratigraphy from the Jubilee Prospect north-west up to the Kalpini mine area (see Appendix 5 for full report). The mapping (Figure 4.1.2.1) was conducted at 1:10,000 and potential gossan sampling was conducted during the mapping exercise, collecting a total of 49 samples. The Jubilee ultramafic stratigraphy was tied into and correlated with the Acra stratigraphy previously mapped by Rob Hill. The ultramafic stratigraphy is best developed in the AcraJubilee area and is variable along strike, with the ultramafics reducing to thin discontinuous units in some areas, and widening in others.",False,429,433,,"Jubilee, Jubilee, Jubilee, Jubilee",,,"Regolith, gossan",,,potential
2486,a076641_cspr_200_16071816_18_old,a076641_cspr_200_16071816.json,76641,51,Annual,18,mineralisation,"All of the data has been submitted digitally. Figure 3 shows the interpreted magnetic anomalies and the table of activities below summarises the work. Activity Dimension Ground Mag Survey 127.3 line km Air Core Drilling 948 holes Air Core Drilling 22,881 metres Air Core Drilling 5,318 assays Table of Activities Four significant strandlines were identified and most of the subsequent drilling was aimed at delineating that mineralisation. Figure 4 shows the location of the strandlines. The most prospective of these has been named Hyperion, is in the south-west of the tenement, and strikes from 165 to 345 degrees.",False,16,20,,,,,,,,"significant, delineating, mineralisation, prospective"
1325,a104432_ar_p24_4086_2014_87,a104432_ar_p24_4086_2014.json,104432,123,Annual,87,mineralisation,This information will be used to develop new and augment existing conceptual models relating to the major structural controls on mineralisation. This in itself can be used to guide exploration strategies but the primary aim is to test a number of conceptual ideas and scenarios with deformation fluid flow numerical models. The overall vision is to gain a better understanding of the regional to camp-scale structural controls on mineralisation in order to direct exploration. Together these aspects of the project will be used to address Excelsiors exploration issues which are centred on prioritising the close to 90 potential exploration targets over more than 25km strike length of the BTZ. Not all of these targets can be tested and therefore it is the aim of this project to help Excelsior rank them.,False,87,89,,,,,,,,"mineralisation, mineralisation, potential"
2192,a077415_plumridge combined report 2007_16727369_174_old,a077415_plumridge combined report 2007_16727369.json,77415,228,Annual,174,extensive,"Colluvium consisting of browngreen clays and poorly sorted sandy clays. Pedogenic carbonate is often developed in this unit when near surface. The underlying, poorly sorted coarse to granular sand, is absent in the western tenements where the saprolite is near surface, but becomes more extensive through the central tenements (in particular E28/1475 and 1476) before fining to the east. The upper surface shows evidence of secondary silicification, as such, the upper surface appears to be a disconformity that has experienced sufficient exposure to develop a weathered surface. The contact of the poorly sorted, coarse to granular sand is transitional with the underlying, pale grey to brown, silty sand.",False,172,176,1476,grey,carbonate,,"Colluvium, clays, clays, sand, saprolite, sand, sand",,,extensive
1445,a094847_2012 windidda c84_2010 annual report_18461471_8,a094847_2012 windidda c84_2010 annual report_18461471.json,94847,97,Annual,8,prospects,"The drill cuttings were routinely collected over one metre intervals and a total of 124 composite samples (over intervals up to 4m) were submitted to Ultra Trace Laboratories for geochemical analysis. : Projection Revised: Dwg No. Stanley Mn Project Windidda & Dome Prospects August 2012 Page 11 Results were reported for Ag, As, Ba, Co, Cr, Cu, Fe, Mn, Ni, Pb, S, Sr, Zn, Al2O3, CaO, K2O and MgO (Appendix 1). Location: The tenement area is part of AusQuests Stanley Mn Project. It is located in the eastern Earaheedy Basin on the Stanley and Kingston 1:250,000 map sheets.",False,8,8,August 2012,Earaheedy Basin,,,,,,
204,a071633_27600 morrissey_9355974_51,a071633_27600 morrissey_9355974.json,71633,92,Final Surrender,51,extensive,"The target horizon considered prospective for Broken Hill Style lead-zinc mineralisation was the Lower Proterozoic Morrissey Metamorphics. This unit consists of schist, phyllite, quartzite, micaceous quartzite and thick sequences of quartzo-feldspathic paragneiss. The Morrissey Metamorphics is a metamorphosed sequence of shale, siltstone, sandstone, greywacke, arkose and conglomerate, with extensive migmatite development. Small amphibolite and calc-silicate bodies derived from basalt and carbonate sediments respectively also occur within the sequence. The Morrissey Metamorphics were intruded by early stage gneissic granitoids during or just after peak metamorphism.",False,51,51,,Broken Hill,"lead, zinc, silicate",,"schist, phyllite, quartzite, quartzite, paragneiss, shale, siltstone, sandstone, greywacke, arkose, conglomerate, migmatite, amphibolite, basalt, carbonate sediments, granitoids","Morrissey Metamorphics, Morrissey Metamorphics, Morrissey Metamorphics",Proterozoic,"prospective, mineralisation, extensive"
2678,a075884_p37_6705a_12482858_64_old,a075884_p37_6705a_12482858.json,75884,193,Annual,64,"extensive, broad","Komatiites may be broadly defined as ultramafic volcanic rocks which are the product of ultramafic melts containing greater than 18wt% MgO, due to their high dissolved olivine content. Komatiite lavas erupted at very high temperatures (up to 1650C) and with generally low viscosities. Consequently they can form very extensive, broad flow fields (up to 3,500km2 in a real extent) which are lateral to the main lava conduits and subsidiary lava pathways, but typically form in a series of long, flat channels. Komatiites exhibit a wide range of primary textures, ranging from the diagnostic spinifex texture to various cumulate textures, reflecting the variable habits displayed by olivine within the cooling lava melt. Spinifex textured rocks contain a variety of variably orientated skeletal olivine blades imparting a characteristic texture to the rock.",False,62,66,,long,"olivine, olivine, olivine",,"Komatiites, ultramafic volcanic rocks, Komatiite, Komatiites",,,"extensive, broad"
345,a074841_mtclement annual report 2006 (2) sect 1_15029514_275,a074841_mtclement annual report 2006 (2) sect 1_15029514.json,74841,437,Annual,275,anomalous,"A large number of other metals occur in anomalous amounts, including Pb, Zn, Sb, Mn, and Bi. Mineralisation appears strataform, with some oxide-zone remobilisation, but further mapping and integration of surface structural data with drill hole information is recommended.",True,275,276,,,oxide,,,,,anomalous
2807,a073727_2006 millrose annual report_11563398_16_old,a073727_2006 millrose annual report_11563398.json,73727,156,Annual,16,"broad, low grade",Heap/dump leach scenarios for the entire resource have not yet been completed. 4.3 Future Work Programmes The broad low-grade supergene gold anomaly surrounding the Millrose Resource continues for at least another 2.6km south and in places reaches widths in excess of 500m. Limited RC drilling designed to follow Aircore intercepts south of the Millrose Resource has confirmed the presence of a number of sub-parallel high-grade zones within the broader low-grade supergene gold anomaly. These high-grade zones present significant targets that have the potential to add substantial ounces to the existing resource.,True,14,18,,,"gold, gold",,,,,"broad, low-grade, confirmed the presence, broader, low-grade, significant, potential, substantial"
