event_id,filename,sentence_idx,sentence_text,n_trigger_words_in_sentence,trigger_words_in_sentence,n_trigger_words_in_event,trigger_words_in_event,event_text,ROCK,LOCATION,TIMESCALE,event_label,MINERAL,ORE_DEPOSIT,STRAT
a084596_vb_2009a_14667110_113,a084596_vb_2009a_14667110.json,113,"gold mineralisation in the bardoc tectonic zone and adjacent greenstone sequences occurs in all rock types, although host rocks in most historical producers are dominantly mafic.",1,mineralisation,1,mineralisation,"d1 structures are commonly only preserved in areas that experienced relatively low strain during d2 d3 deformation, otherwise penetrative d2 d3 structures dominate. the bardoc tectonic zone represents a major d2 d3 high strain zone in the kalgoorlie terrane with little evidence preserved for d1 deformation and d4 structures well developed. gold mineralisation in the bardoc tectonic zone and adjacent greenstone sequences occurs in all rock types, although host rocks in most historical producers are dominantly mafic. despite this, several historical and recent producers are hosted in other than mafic rocks.","greenstone, mafic rocks, host rocks","bardoc, kalgoorlie terrane",,0,gold,,
a084596_vb_2009a_14667110_116,a084596_vb_2009a_14667110.json,116,mineralisation styles vary from dominantly brittle ductile to dominantly ductile from paddington northwards to menzies.,1,mineralisation,2,"potential, mineralisation","despite this, several historical and recent producers are hosted in other than mafic rocks. substantial gold mineralisation potential therefore exists throughout regardless of host rock type. mineralisation styles vary from dominantly brittle ductile to dominantly ductile from paddington northwards to menzies. local exceptions to this trend reflect host rock type, structural setting and timing of mineralisation (eg.","mafic rocks, host rock","paddington, menzies",,0,gold,,
a084596_vb_2009a_14667110_133,a084596_vb_2009a_14667110.json,133,castle 2004) the project area is typified by broad plains interspersed with occasional low gossanous hills in the north and east over foliated basalts and mafic lithologies.,1,broad,1,broad,"the regionally continuous mt pleasant sill, underlying the bent tree basalt, is absent from the sequence at this point, possibly indicating reverse faulting. a series of nw and ne structures (obvious from the magnetic signature of the granites) disrupt the greenstone sequence within the project area, as evidenced by displacement in the stratigraphy. (castle 2004) the project area is typified by broad plains interspersed with occasional low gossanous hills in the north and east over foliated basalts and mafic lithologies. in the vicinity of the vettersburg mine the topography is subdued with a thin partly lateritised soil profile developed over sub cropping ultramafic lithologies.","granites, greenstone, basalts",,,0,,,bent tree basalt
a084596_vb_2009a_14667110_139,a084596_vb_2009a_14667110.json,139,anon 1990) the shear hosting the vettersburg mineralisation trends 345 over a 1.2 km strike length and generally dips between 50 to 70 east to locally sub vertical.,1,mineralisation,1,mineralisation,the vettersburg mine occurs within the upper spinifex textured part of the basal ultramafic pile (siberia komatiite. this is overlain to the east by basalts and dolerites of the mount pleasant sill. (anon 1990) the shear hosting the vettersburg mineralisation trends 345 over a 1.2 km strike length and generally dips between 50 to 70 east to locally sub vertical. the lode system is approximately 2m wide with the main shoot plunging at 50 south.,"dolerites, basalts",,,0,,lode,siberia komatiite
a084596_vb_2009a_14667110_142,a084596_vb_2009a_14667110.json,142,the mineralisation is shear hosted with the core containing quartzamphibole pyrite veins or a zone of silicification with amphibole alteration and sulphides.,1,mineralisation,2,"extensive, mineralisation","the lode system is approximately 2m wide with the main shoot plunging at 50 south. a smaller secondary shoot plunges to the north. the mineralisation is shear hosted with the core containing quartzamphibole pyrite veins or a zone of silicification with amphibole alteration and sulphides. a narrow zone of carbonate alteration and bleaching separates the silicified zone from an inner alteration zone containing biotite, amphibole and coarsely cubic pyrite and an outer more extensive zone of talc chlorite tremolite carbonate alteration.",,,,0,"sulphides, carbonate, tremolite, biotite, amphibole, pyrite, talc, chlorite",lode,
a084596_vb_2009a_14667110_159,a084596_vb_2009a_14667110.json,159,the company undertook extensive mapping and re established 63 km of local grid.,1,extensive,1,extensive,"the drilling, within current licence p24 3803, targeted the main vettersburg shear zone to the north and south of the mine. significant results include 4m @ 3.6 g t au. the company undertook extensive mapping and re established 63 km of local grid. 388 metres of costeaning were completed across the main shear to the north and south of the workings.",,,,0,,,
a084596_vb_2009a_14667110_171,a084596_vb_2009a_14667110.json,171,"a program of rab drilling was undertaken within the current p24 3802 and p24 3803 licences, to test the eastern mafic sequence for gold mineralisation.",1,mineralisation,1,mineralisation,"best result recorded is 1 m @ 5.86 g t au from 66 metres in vrc1. the rc drilling traced the main vettersburg lode to the north and south of the mine, over a strike length of 425 metres. a program of rab drilling was undertaken within the current p24 3802 and p24 3803 licences, to test the eastern mafic sequence for gold mineralisation. a total of 243 inclined holes were completed for 12678 metres.",,,,0,gold,lode,
a084596_vb_2009a_14667110_174,a084596_vb_2009a_14667110.json,174,"the low grade mineralisation, best intersection 5m @ 1 g t au, is hosted within basalts, quartz and a layered dolerite sill (the prospective williamstown dolerite equivalent).",2,"low grade, mineralisation",2,"low grade, mineralisation","a total of 243 inclined holes were completed for 12678 metres. the rab drilling intersected a sheeted vein system, similar to the eureka mine, located six kilometres to the south. the low grade mineralisation, best intersection 5m @ 1 g t au, is hosted within basalts, quartz and a layered dolerite sill (the prospective williamstown dolerite equivalent). (gamble 1987) follow up rab drilling by goongarrie gold p l, during april 1988 further tested this eastern dolerite gold anomaly.","dolerite, basalts",goongarrie,,0,"quartz, gold",,williamstown dolerite
a084596_vb_2009a_14667110_188,a084596_vb_2009a_14667110.json,188,rab drilling was proposed to test for potential vettersburg style mineralisation.,2,"potential, mineralisation",2,"potential, mineralisation","the northern licence (p24 513) covered the current p24 2801 and ground to the west. work during the first year of tenure involved mapping and dump sampling. rab drilling was proposed to test for potential vettersburg style mineralisation. (shaw & associates 1985) follow up rab drilling during 1985 to 1986 comprised a total of 110 holes for 2326 metres, on nine lines covering the northern licence and the southern group of tenements.",,,,0,,,
a084596_vb_2009a_14667110_195,a084596_vb_2009a_14667110.json,195,"uren 1986) 1989 goongarrie gold p l completed two diamond holes for 456m targeting the potential down dip extension of the vettersburg mine, within the current p24 3803 licence area.",1,potential,1,potential,"the central two lines returned moderately anomalous near surface gold results (0 12m) in the order of 6m @ 0.10 g t au up to a peak of 6m @ 0.30 g t au. these higher results occur at the eastern ends of the drill traverses, on or near the boundary to p24 3801. (uren 1986) 1989 goongarrie gold p l completed two diamond holes for 456m targeting the potential down dip extension of the vettersburg mine, within the current p24 3803 licence area. the holes intersected strongly talcose to serpentinised ultramafics, with up to nine individual komatiite flows recognised.",komatiite,goongarrie,,0,"diamond, gold, surface gold",,
a084596_vb_2009a_14667110_208,a084596_vb_2009a_14667110.json,208,"follow up drilling around this hole failed to intersect economic mineralisation, but did return low order anomalous gold values.",1,mineralisation,1,mineralisation,"during 1986 they completed ground ip and magnetic surveys and three rab drilling traverses over the area. the drilling returned one positive result of 10m @ 3.35 g t au from 30 metres. follow up drilling around this hole failed to intersect economic mineralisation, but did return low order anomalous gold values. (bamboo) took over the licences previously held by technomin.",,bamboo,,0,gold,,
a084596_vb_2009a_14667110_217,a084596_vb_2009a_14667110.json,217,the company undertook a review of data and a number of field reconnaissance visits to identify potential nickel laterite mineralisation.,2,"potential, mineralisation",2,"potential, mineralisation","it appears that this program was not undertaken. anaconda nickel ltd. held the current prospecting licences between 2000 and 2001. the company undertook a review of data and a number of field reconnaissance visits to identify potential nickel laterite mineralisation. field inspection indicated that there was some potential for nickel cobalt laterite to exist under alluvial cover to the south of 6649000 n. future rab drilling to test this area was proposed, but was apparently never carried out.",laterite,,,0,nickel,,
a084596_vb_2009a_14667110_221,a084596_vb_2009a_14667110.json,221,"a broad zone of gold anomalism associated with laterite was defined, named the vettersburg south prospect.",1,broad,1,broad,"thompson 2001) australian consolidated equities (ace) held tenure over the area covered by the current licences m24 400 and m24 429 from 1988 to 1990. the program was carried out on a 200 metres by 40 metres grid with samples, analysed for au, ni, cu and zn, collected over depths of 1 to 1.5 metres. a broad zone of gold anomalism associated with laterite was defined, named the vettersburg south prospect. the anomaly is defined by a 100 ppb contour, with a peak value of 1410 ppb.",laterite,,,0,gold,,
a084596_vb_2009a_14667110_226,a084596_vb_2009a_14667110.json,226,low grade gold mineralisation was intersected in laterite and quartz veining.,2,"low grade, mineralisation",2,"low grade, mineralisation","follow up rab drilling at the vettersburg south prospect, consisting of 61 holes (vsr 1 61) for 2,542 metres, was carried out over m24 400 and m24 429 targeting the anomalous soil geochemistry. a further five infill holes (vsr 62 66) were completed for 384 metres during september 1991. low grade gold mineralisation was intersected in laterite and quartz veining. this anomalous zone was infill drilled during january and august 1993 by a program of sixteen holes (vsr 90 96 and 120 128) for 1536 metres.",laterite,,,0,"quartz, gold",,
a084596_vb_2009a_14667110_230,a084596_vb_2009a_14667110.json,230,"these holes intersected minor low grade gold mineralisation (hopgood 1995) in 1994 a follow up rc drilling program of 26 holes (vrc001 to vrc024, vrc026 and vrc027), for 3420 metres, intersected broad zones of gold mineralisation.",3,"low grade, mineralisation, broad",3,"low grade, mineralisation, broad","significant gold mineralisation was intersected including 8 metres @ 8.98 g t au from 52 metres in vsr 96, 14 metres @3.77 g t au from 54 metres in vsr124. ten rab holes (vsr 97 106) for 780 metres were also completed during january 1993, targeting old workings along a shear zone near the western boundary of m24 429. these holes intersected minor low grade gold mineralisation (hopgood 1995) in 1994 a follow up rc drilling program of 26 holes (vrc001 to vrc024, vrc026 and vrc027), for 3420 metres, intersected broad zones of gold mineralisation. this mineralized zone remains open to the north and south and remains untested by deeper drilling.",,,,0,gold,,
a084596_vb_2009a_14667110_247,a084596_vb_2009a_14667110.json,247,further drilling was recommended to increase the resource.,1,further drilling,1,further drilling,"carthew 1998) preliminary resource estimation on the rc drilling in m24 400 (the vettersburg south prospect) was conducted by oriole resources ltd. (oriole), a wholly owned subsidiary of pacmin during the 2000 to 2001 reporting period. the work indicated that an inferred gold resource of 76,000 tonnes @ 3.22 g t au exists within the licence, but that it is uneconomic due to its present limited size. further drilling was recommended to increase the resource. a summary of the resource estimation follows (mottram 2000): resource volume: 36,250 m3 resource tonnage: 76,500 tonnes (based on an average sg of 2.0) resource grade: 3.22 g t au resource category: inferred method: polygonal top cut applied: 10 g t au lower cut off grade: 0.7 g t au minimum thickness: 2 metres maximum dilution: 2 metres consecutive during april 2003 international goldfields ltd, completed a rab drilling program, within the area covered by m24 400 and m24 429.",,goldfields,,0,gold,,
a084596_vb_2009a_14667110_250,a084596_vb_2009a_14667110.json,250,"the drilling intersected a number of zones of strong shearing over 5 10 metres, with associated low grade gold mineralisation.",2,"low grade, mineralisation",2,"low grade, mineralisation","a summary of the resource estimation follows (mottram 2000): resource volume: 36,250 m3 resource tonnage: 76,500 tonnes (based on an average sg of 2.0) resource grade: 3.22 g t au resource category: inferred method: polygonal top cut applied: 10 g t au lower cut off grade: 0.7 g t au minimum thickness: 2 metres maximum dilution: 2 metres consecutive during april 2003 international goldfields ltd, completed a rab drilling program, within the area covered by m24 400 and m24 429. this program tested a number of targets throughout the project area. the drilling intersected a number of zones of strong shearing over 5 10 metres, with associated low grade gold mineralisation. twelve holes (bcb 011 022) for 919 metres were completed on m24 429 to test a north trending shear zone, 3km along strike and to the north of the eureka open cut mine.",,goldfields,,0,gold,,
a084596_vb_2009a_14667110_255,a084596_vb_2009a_14667110.json,255,"the best result from the drilling was 4m @ 1.97 g t au from 28 metres (bcb 013), in limonite enriched saprolite clays adjacent to the contact between ultramafic and mafic lithologys.",1,enriched,1,enriched,"the holes were oriented at 60 270 and mostly intersected unaltered basalt with thin horizons of ultramafic and felsic schists below 1 3 metres of transported cover. strong shearing, over widths of 5 10 metres, associated with quartz veining were intersected in three of the holes. the best result from the drilling was 4m @ 1.97 g t au from 28 metres (bcb 013), in limonite enriched saprolite clays adjacent to the contact between ultramafic and mafic lithologys. (parsons 2003) on m24 400, a total of 13 individual spear samples (bax 008 020) were collected from drill hole vrc 007 to check assay repeatability.","basalt, felsic schists, saprolite, clays",,,0,quartz,limonite,
a084596_vb_2009a_14667110_260,a084596_vb_2009a_14667110.json,260,"rust 2005) the sampling identified a broad zone of anomalous gold mineralisation to the northeast of the vettersburg mine, named the stockade prospect.",2,"mineralisation, broad",2,"mineralisation, broad","parsons 2003) during the 2004 2005 reporting period, scimitar completed a first pass soil sampling program, utilising a vehicle mounted auger rig. a further eleven samples were collected within the adjoining licence m24 429. (rust 2005) the sampling identified a broad zone of anomalous gold mineralisation to the northeast of the vettersburg mine, named the stockade prospect. the north trending anomaly is 1.8 km long and up to 200 metre wide above a 50ppb au contour.",,long,,0,gold,,
a084596_vb_2009a_14667110_268,a084596_vb_2009a_14667110.json,268,the sampling identified a broad zone of anomalous gold mineralisation to the south and west of the vettersburg south prospect.,2,"mineralisation, broad",2,"mineralisation, broad","a total of 15 rock chip samples were collected (vbg 001 015) from old workings and waste dumps along the main vettersburg shear zone. during february and april 2006, scimitar completed a further soil sampling program, utilising a vehicle mounted auger rig. the sampling identified a broad zone of anomalous gold mineralisation to the south and west of the vettersburg south prospect. this northnorthwest trending anomaly is 2.5 km long and up to one kilometre wide above a 50ppb au contour.",,long,,0,gold,,
a084596_vb_2009a_14667110_276,a084596_vb_2009a_14667110.json,276,"the drilling intersected broad zones of significant gold mineralisation associated with deeply weathered, sheared basalts, mafic and ultramafic schists and quartz veining.",2,"mineralisation, broad",2,"mineralisation, broad","at the stockade prospect the drilling tested the central 200 metres of the soil anomaly. five holes for 570 metres were completed on two east west lines, 200 metres apart. the drilling intersected broad zones of significant gold mineralisation associated with deeply weathered, sheared basalts, mafic and ultramafic schists and quartz veining. significant results from the stockade prospect include; vbrc009 2m at 3.4 g t au from 82m vbrc012 4m at 1.0 g t au from 12m vbrc013 9m at 2.8 g t au from 87m scimitar also completed eight holes for 1,102m at the vettersburg south prospect.","schists, basalts",,,0,"quartz, gold",,
a084596_vb_2009a_14667110_279,a084596_vb_2009a_14667110.json,279,the drilling intersected a number of broad zones of low grade gold mineralisation (+0.5g t) and a number of higher grade intervals.,3,"low grade, broad, mineralisation",3,"broad, mineralisation, low grade","significant results from the stockade prospect include; vbrc009 2m at 3.4 g t au from 82m vbrc012 4m at 1.0 g t au from 12m vbrc013 9m at 2.8 g t au from 87m scimitar also completed eight holes for 1,102m at the vettersburg south prospect. the drilling tested the down dip and southern strike extensions of the previously identified mineralisation. the drilling intersected a number of broad zones of low grade gold mineralisation (+0.5g t) and a number of higher grade intervals. mineralisation is associated with a shallow east dipping quartz veins and shears associated with a deep weathering profile within sheared basalts, mafic schists, meta sediments and dolerites.","sediments, quartz veins, mafic schists, basalts, dolerites",,,0,gold,,
a084596_vb_2009a_14667110_294,a084596_vb_2009a_14667110.json,294,following the merger scimitar changed the company name to cauldron energy ltd. as part of the merger process a company review of the scimitar and jackson projects was undertaken to identify and prioritise exploration targets for follow up work.,1,follow up work,1,follow up work,"exploration carried out within the vettersburg project area during the 2008 2009 reporting period has comprised office based research, project review, interpretation and field reconnaissance. during the reporting period scimitar resources ltd. undertook a merger with fellow explorer jackson minerals ltd (jackson). following the merger scimitar changed the company name to cauldron energy ltd. as part of the merger process a company review of the scimitar and jackson projects was undertaken to identify and prioritise exploration targets for follow up work. the vettersburg project area contains a number of high priority gold targets, including the stockade and vettersburg south prospects which require further in fill and extensional rc drilling to advance them.",,jackson,,0,gold,,
a084596_vb_2009a_14667110_299,a084596_vb_2009a_14667110.json,299,"exploration by cauldron and the results of earlier workers indicates that further significant gold resources may exist within the area with the potential for both, open cut, oxide and narrow veined, high grade gold resources.",1,potential,3,"potential, mineralisation, open at depth","7.0 conclusions and recommendations. the vettersburg project area covers a significant historic gold mining centre situated in a highly productive gold belt within the eastern goldfields of western australia. exploration by cauldron and the results of earlier workers indicates that further significant gold resources may exist within the area with the potential for both, open cut, oxide and narrow veined, high grade gold resources. in particular potential exists below the historic vettersburg mine and at the stockade prospect, where gold mineralisation intersected by rc drilling covers a strike length of over 300m and remains open at depth and to the north.",,"western australia, goldfields",,0,"gold, oxide",,
a084596_vb_2009a_14667110_304,a084596_vb_2009a_14667110.json,304,future rc drilling programs should target both depth and down plunge extensions of the vettersburg gold mineralisation.,1,mineralisation,2,"potential, mineralisation","historical drilling of the main vettersburg lode has been sporadic and predominantly tested near surface strike extensions. there still remains identified down plunge targets areas within the main ore shoot that have not yet been adequately tested by modern drilling techniques. future rc drilling programs should target both depth and down plunge extensions of the vettersburg gold mineralisation. the results of field mapping, rc drilling and auger sampling programs indicates the potential for further significant shear hosted gold mineralisation to be identified within the vettersburg project area, especially along the eureka stockade trend.",,,,0,gold,lode,
a077724_combined annual report c5_2003 lake carey 032008_15470706_19,a077724_combined annual report c5_2003 lake carey 032008_15470706.json,19,during 2007 midas drilled a single rc hole (garc001) gallant in order to re test the down dip continuity and orientation of gold mineralisation previously intersected in gtdh001.,1,mineralisation,1,mineralisation,bookmark not defined. bookmark not defined. during 2007 midas drilled a single rc hole (garc001) gallant in order to re test the down dip continuity and orientation of gold mineralisation previously intersected in gtdh001. drilling results are detailed in appendix 1.,,,,0,gold,,
a077724_combined annual report c5_2003 lake carey 032008_15470706_22,a077724_combined annual report c5_2003 lake carey 032008_15470706.json,22,garc001 intersected a broad interval (159m to 180m) of silicified and combined annual report c 5 2003 1 1 07 31 12 07 page 45 quartz veined mafics and feldspar porphyry containing significant pyrrhotite and pyrite + chalcopyrite.,1,broad,2,"broad, mineralisation","drilling results are detailed in appendix 1. garc001 was collared on the old diamond drill pad, with a steeper dip to cover the untested interval between the two previous holes and test for vertical to west dipping mineralisation. garc001 intersected a broad interval (159m to 180m) of silicified and combined annual report c 5 2003 1 1 07 31 12 07 page 45 quartz veined mafics and feldspar porphyry containing significant pyrrhotite and pyrite + chalcopyrite. the drillhole essentially ran down the dip of the mineralised zone.",porphyry,,,0,"pyrrhotite, chalcopyrite, feldspar, diamond, quartz, pyrite",,
a077724_combined annual report c5_2003 lake carey 032008_15470706_32,a077724_combined annual report c5_2003 lake carey 032008_15470706.json,32,bindah drilling oblique section through the bindah mineralisation (perpendicular to the trace of bndh002) 7.,1,mineralisation,1,mineralisation,fortitude aircore drilling cross section looking north 5. bindah drilling location of recent diamond and rc drill holes 6. bindah drilling oblique section through the bindah mineralisation (perpendicular to the trace of bndh002) 7. bindah drilling section through the bindah mineralisation (perpendicular to the trace of bndh001) 8.,,,,0,diamond,,
a077724_combined annual report c5_2003 lake carey 032008_15470706_47,a077724_combined annual report c5_2003 lake carey 032008_15470706.json,47,mineralisation at bindah is hosted by sulphidic cherts and sediments along a sheared mafic ultramafic lithological contact.,1,mineralisation,1,mineralisation,"general sampling comprised four metre composite samples, with 1m riffle split samples collected from prospective sulphidic zones. a total of 211 composite samples combined annual report c 5 2003 1 1 07 31 12 07 page 22 and 168 individual metre samples were dispatched to ultra trace laboratory, perth for gold analysis by 40g fire assay with icp oes determination, and cu, pb, zn, ni, as analysis by mixed acid digest with icp ms determination. mineralisation at bindah is hosted by sulphidic cherts and sediments along a sheared mafic ultramafic lithological contact. historic analytical results have recorded up to 0.21% cu and 0.33% zn, suggesting a base metals volcanogenic signature to the mineralisation, consistent with that of the nearby gallant prospect located to the northwest along the same structure.","mixed, cherts, sediments",perth,,0,gold,base metals,
a077724_combined annual report c5_2003 lake carey 032008_15470706_66,a077724_combined annual report c5_2003 lake carey 032008_15470706.json,66,"most gold mineralisation is associated with the fortitude shear zone, a north northeast striking dextral d3 shear which extends the length of the lake carey tenement (e39 358).",1,mineralisation,1,mineralisation,"major north to north northwest trending shear zones occur within the greenstones and the granite to the east, in particular along geological contacts. the main structural features are the fortitude shear along the eastern intermediate mafic contact and the more northwesterly trending bindah shear, along the western intermediate mafic contact. most gold mineralisation is associated with the fortitude shear zone, a north northeast striking dextral d3 shear which extends the length of the lake carey tenement (e39 358). to the north it horsetails into the wilga fault system and in the south it continues into the kirgella gneissic dome.","greenstones, granite",wilga,,0,gold,,
a077724_combined annual report c5_2003 lake carey 032008_15470706_95,a077724_combined annual report c5_2003 lake carey 032008_15470706.json,95,"these were submitted to ammtec along with instructions for the preparation of 20kg master composites for the oxide and transition zones, along with six 1.5kg composite samples from each zone to test extraction variability across a broad grade range.",1,broad,1,broad,"a report is presented in appendix 5. 254 rc samples (nominal 2kg each) were selected from oxide and transition zones throughout the deposit. these were submitted to ammtec along with instructions for the preparation of 20kg master composites for the oxide and transition zones, along with six 1.5kg composite samples from each zone to test extraction variability across a broad grade range. results of intensive leachwell cyanidation testwork were received for the twelve variability composites.",,,,0,oxide,,
a077724_combined annual report c5_2003 lake carey 032008_15470706_107,a077724_combined annual report c5_2003 lake carey 032008_15470706.json,107,a broad suite of pulps was compiled representing a range of threshold grades.,1,broad,1,broad,"during 2007, all available historic assay reports and associated metadata were obtained from relevant analytical laboratories and re loaded into a central database. all available fortitude drill pulps were retrieved from analytical laboratories and an inventory was done. a broad suite of pulps was compiled representing a range of threshold grades. these pulps were then sent to competitor laboratories for umpire analysis.",,,,0,,,
a077724_combined annual report c5_2003 lake carey 032008_15470706_115,a077724_combined annual report c5_2003 lake carey 032008_15470706.json,115,combined annual report c 5 2003 1 1 07 31 12 07 page 32 wireframes based on geology and ore controls were constructed to envelop the mineralisation.,1,mineralisation,1,mineralisation,a preliminary file note is included in appendix 3. a final report has not yet been released. combined annual report c 5 2003 1 1 07 31 12 07 page 32 wireframes based on geology and ore controls were constructed to envelop the mineralisation. these were designed to form hard boundaries within which resource modelling would occur.,,,,0,,,
a077724_combined annual report c5_2003 lake carey 032008_15470706_119,a077724_combined annual report c5_2003 lake carey 032008_15470706.json,119,"the mineralisation, as defined by geology and geochemistry, was wireframed at a 0.3g t au lower cutoff and domained into four zones: o zone 1 northern primary felsic zone (including supergene mineralisation in the vicinity of boco) o zone 2 southern primary felsic zone o zone 3 mafic zones o zone 4 southern supergene zones (including sub horizontally oriented primary mineralisation) an outlier analysis determined the need for high grade cuts to be applied zone 1 13.5g t au, zone 2 8g tau, zone 3 8.5g t au, zone 4 18g t au.",1,mineralisation,1,mineralisation,"these envelopes define a number of different mineral domains. statistical analysis provided the following constraints: 1m composites composites of <0.4m length (residuals) were discarded from the resource dataset. the mineralisation, as defined by geology and geochemistry, was wireframed at a 0.3g t au lower cutoff and domained into four zones: o zone 1 northern primary felsic zone (including supergene mineralisation in the vicinity of boco) o zone 2 southern primary felsic zone o zone 3 mafic zones o zone 4 southern supergene zones (including sub horizontally oriented primary mineralisation) an outlier analysis determined the need for high grade cuts to be applied zone 1 13.5g t au, zone 2 8g tau, zone 3 8.5g t au, zone 4 18g t au. suitable indicator threshold grades were selected for zones 1 and 4 based on percentiles, number of samples between successive grade thresholds and suitable discretisation of the appropriate grade histogram.",,,,0,,,
a077724_combined annual report c5_2003 lake carey 032008_15470706_129,a077724_combined annual report c5_2003 lake carey 032008_15470706.json,129,"two rc drillholes (strc007 and strc008) were drilled in 2007, to test down dip continuity and orientation of known gold mineralisation at the stealth prospect.",1,mineralisation,1,mineralisation,"rsg used multiple indicator kriging (mik) methodology to produce gold grade estimates. the resulting block model delivered grade tonnage estimates for a range of lower cutoff grades as follows: combined annual report c 5 2003 1 1 07 31 12 07 page 34 two rc drillholes (strc007 and strc008) were drilled in 2007, to test down dip continuity and orientation of known gold mineralisation at the stealth prospect. both holes intersected the sheared contact between intermediate volcanics and mafic volcanics.",,,,0,gold,,
a077724_combined annual report c5_2003 lake carey 032008_15470706_132,a077724_combined annual report c5_2003 lake carey 032008_15470706.json,132,sulphide mineralisation accompanied quartz veining.,1,mineralisation,1,mineralisation,both holes intersected the sheared contact between intermediate volcanics and mafic volcanics. the contact zone was occupied by sericite to chlorite schist with thin ultramafic schist intersections. sulphide mineralisation accompanied quartz veining. drilling results are detailed in appendix 1.,schist,,,0,"sulphide, quartz, sericite, chlorite",,
a077724_combined annual report c5_2003 lake carey 032008_15470706_135,a077724_combined annual report c5_2003 lake carey 032008_15470706.json,135,much of the drilling was concentrated on the main prospects but a number of holes were drilled as part of broad reconnaissance drilling programs over much of the tenements.,1,broad,1,broad,drilling results are detailed in appendix 1. work conducted by aurora between 1992 and 2002 has included a wide range of exploration activities including resource estimation and testing. much of the drilling was concentrated on the main prospects but a number of holes were drilled as part of broad reconnaissance drilling programs over much of the tenements. the drilling is summarised below.,,,,0,,,
a077724_combined annual report c5_2003 lake carey 032008_15470706_141,a077724_combined annual report c5_2003 lake carey 032008_15470706.json,141,a review was also undertaken of the gallant prospect to assist in the geological interpretation of the mineralisation discovered.,1,mineralisation,1,mineralisation,"downhole em surveys were also carried out on two of the diamond holes at gallant. verncombe and associates carried out a structural review of one of the mineralised shoots in the fortitude deposit to determine the most likely orientation for ore block modeling. a review was also undertaken of the gallant prospect to assist in the geological interpretation of the mineralisation discovered. a 20m height, 50m line spaced aeromagnetic survey was completed by uts geophysics.",,,,0,diamond,,
a077724_combined annual report c5_2003 lake carey 032008_15470706_162,a077724_combined annual report c5_2003 lake carey 032008_15470706.json,162,to the west of the intermediates are the basalts and amphibolites which to the north host the gold mineralisation at bindah.,1,mineralisation,1,mineralisation,the programme was carried out by ausdrill using a purpose built track mounted aircore rig. generally the drilling to date has intersected the same geological sequence as seen at fortitude with mafic volcanics to the east and highly sheared intermediate volcanics to the west with irregular ultramafic bodies and black shale units either at the contact of within the intermediate sequence. to the west of the intermediates are the basalts and amphibolites which to the north host the gold mineralisation at bindah. variable quartz veining was intersected in several holes generally within the intermediate rocks and the mafics to the east.,"amphibolites, black shale, basalts",,,0,"quartz, gold",,
a077724_combined annual report c5_2003 lake carey 032008_15470706_166,a077724_combined annual report c5_2003 lake carey 032008_15470706.json,166,the mineralization intersected from the drilling appears to be associated with three distinct geological controls: the intercepts returned in ftrc117 120 correspond to a characteristic broad zone of sheared intermediate volcanics proximal to the ultramafic mafic contact; ftrc 123 & 124 represent quartz filled structures associated with black shale and chert units; combined annual report c 5 2003 1 1 07 31 12 07 page 14 bif and chert hosted gold in ftrc 125 127 intersected 50m to 70m west of the mafic contact.,1,broad,1,broad,"assay results for the composite samples were disappointing with the best result being 108ppb au from 20 25m in a cherty shale unit in hole lcac443. reverse circulation drilling was carried out during the reporting period with 42 rc holes (ftrc088 ftrc129) and 3 diamond pre collars (ftdh007 ftdh009) being drilled for a total of 7467 metres. the mineralization intersected from the drilling appears to be associated with three distinct geological controls: the intercepts returned in ftrc117 120 correspond to a characteristic broad zone of sheared intermediate volcanics proximal to the ultramafic mafic contact; ftrc 123 & 124 represent quartz filled structures associated with black shale and chert units; combined annual report c 5 2003 1 1 07 31 12 07 page 14 bif and chert hosted gold in ftrc 125 127 intersected 50m to 70m west of the mafic contact. further evidence of high grade, vein quartz hosted dilational structures in the central portion of the fortitude deposit identified in ftrc123 & 124 supports the conceptual model consisting of higher grade dilational structures central to the shear hosted mineralization.","bif, black shale, shale, chert",,,0,"diamond, quartz, gold",,
a077724_combined annual report c5_2003 lake carey 032008_15470706_204,a077724_combined annual report c5_2003 lake carey 032008_15470706.json,204,an off hole conductive (em) geophysical target was identified by a previous explorer indicated potential for further sulphide hosted mineralisation at depth.,2,"potential, mineralisation",2,"potential, mineralisation","the other surveys were delayed pending revised mine plans. a report is presented in appendix 8. an off hole conductive (em) geophysical target was identified by a previous explorer indicated potential for further sulphide hosted mineralisation at depth. this was followed up during the 2007 reporting period with a downhole em logging program (dhem) conducted on drillholes bnrc008, bnrc009 and bnrc010.",,,,0,sulphide,,
a077724_combined annual report c5_2003 lake carey 032008_15470706_215,a077724_combined annual report c5_2003 lake carey 032008_15470706.json,215,"combined annual report c 5 2003 1 1 07 31 12 07 page 39 bndh001 was drilled 5m below bnrc007, to obtain detailed information about the mineralisation and host structures.",1,mineralisation,1,mineralisation,"the program was designed to test the down plunge and strike projections of highgrade gold mineralization in the base of the old open pit and also intersected in hole bnrc007 drilled by midas in november 2006. mt magnet drilling were engaged as the drill contractors. combined annual report c 5 2003 1 1 07 31 12 07 page 39 bndh001 was drilled 5m below bnrc007, to obtain detailed information about the mineralisation and host structures. bndh001 showed a thinner high grade zone, returning 41ppm au from 117.56m.",,,,0,gold,,
