event_id,filename,sentence_idx,sentence_text,n_trigger_words_in_sentence,trigger_words_in_sentence,n_trigger_words_in_event,trigger_words_in_event,event_text,STRAT,event_label,ROCK,LOCATION,MINERAL,ORE_DEPOSIT,TIMESCALE,reviewed,Near Miss Event,Key trigger phrase
a084692_pc_fin_surr_e08_1794_2009_12166312_112,a084692_pc_fin_surr_e08_1794_2009_12166312.json,112,examination of radiometric data by cra exploration identified six uranium anomalies of possible interest; however no work was completed on them.,1,possible,1,possible,there was also a nearvertical source thought to be a target within the ashburton formation below the bangemall group located south west of cra explorations tenements. there was no follow up of these targets. examination of radiometric data by cra exploration identified six uranium anomalies of possible interest; however no work was completed on them. newcrest began exploration of the area in 1989 and acquired 13 contiguous els.,"bangemall group, ashburton formation",0,,south west,,uranium,,False,,
a072981_adam range annual report 2006 e38-1585_15498234_2,a072981_adam range annual report 2006 e38-1585_15498234.json,2,"the tenement was acquired for its potential to host gold mineralisation associated with structural targets derived from aeromagnetic interpretation, and windarra type nickel sulphide targets associated with ultramafic components of the greenstone belt.",2,"potential, mineralisation",2,"potential, mineralisation","appendix number title 1 vacuum drill hole locations and assays 1.0 summary e38 1585 ""adam range"" encloses a poorly exposed greenstone belt situated 25 km northeast of laverton, w.a. only about 1.0 km strike of the belt is exposed in lateritised subcrops in the northern part tenement, though it is magnetically interpreted to extend to the north under deep transported regolith. the tenement was acquired for its potential to host gold mineralisation associated with structural targets derived from aeromagnetic interpretation, and windarra type nickel sulphide targets associated with ultramafic components of the greenstone belt. except for a single reconnaissance rock chip sample which assayed 9.4 gm t au, there is no known gold or other mineralisation within the tenement.",greenstone belt,0,regolith,laverton,"sulphide, nickel, gold",,,False,,
a072981_adam range annual report 2006 e38-1585_15498234_8,a072981_adam range annual report 2006 e38-1585_15498234.json,8,"surface gold anomalism is related to lateral dispersion along ferricrete horizons, and is interpreted to represent supergene dispersion around steep dipping higher grade mineralisation in ultramafics which was not intersected by the reconnaissance drilling.",1,mineralisation,1,mineralisation,"the vacuum drill geochemistry at the northern end of the tenement defined a linear 10 18 ppb au anomaly, as well as several cu ni pt pd anomalies associated with ultramafics. drill results showed the greenstone belt included a 250m wide talccarbonate serpentinite ultramafic between granites to the west and metabasalts to the east. surface gold anomalism is related to lateral dispersion along ferricrete horizons, and is interpreted to represent supergene dispersion around steep dipping higher grade mineralisation in ultramafics which was not intersected by the reconnaissance drilling. the gold anomalism occurs as two en echelon north striking zones separated by offset along the east west fault, and is open to the north.",greenstone belt,0,"metabasalts, granites, serpentinite, ferricrete",,"gold, surface gold",,,False,,
a072981_adam range annual report 2006 e38-1585_15498234_12,a072981_adam range annual report 2006 e38-1585_15498234.json,12,"although no nickel targets were specifically determined the limited drilling did not test the entire width of the main ultramafic body, and that further potential exists for exploration along internal discontinuities between sub units.",1,potential,1,potential,"nickel, copper, platinum and palladium showed supergene effects in weathered and oxidised parts of the profile, their values diminishing in fresh rock. no coincidence of these elements that might indicate sulphides could be unequivocally demonstrated in the assay results. although no nickel targets were specifically determined the limited drilling did not test the entire width of the main ultramafic body, and that further potential exists for exploration along internal discontinuities between sub units. a study is proposed combining ground magnetics with careful re logging of drill cuttings to determine such discontinuities.",,0,,,"copper, platinum, sulphides, nickel, palladium",,,False,,
a072981_adam range annual report 2006 e38-1585_15498234_24,a072981_adam range annual report 2006 e38-1585_15498234.json,24,5.0 mineralisation except for a single reconnaissance rock chip sample arr 8 which assayed 9.4 gm t au there is no known mineralisation within e38 1585.,1,mineralisation,1,mineralisation,"a 500m wide north striking greenstone belt is present in the northern part of the tenement, comprising talc carbonate ultramafics, serpentinites, minor cherty bif, and amphibolites to the east. the belt is poorly exposed in lateritised subcrops along 1 km of strike to the south of the great central road. 5.0 mineralisation except for a single reconnaissance rock chip sample arr 8 which assayed 9.4 gm t au there is no known mineralisation within e38 1585. the nearest known gold occurrences are at fairfield, some 5 km to the west; cork tree well 16 km to the nw, and black label 11 km to the sse.",greenstone belt,0,"serpentinites, talc carbonate, bif, amphibolites",,gold,,,False,,
a072981_adam range annual report 2006 e38-1585_15498234_31,a072981_adam range annual report 2006 e38-1585_15498234.json,31,during 1993 1996 the tenement area was included in e38 553 held by cra exploration where minor patchy gold mineralisation was reported along a granite greenstone contact.,2,"mineralisation, patchy",2,"mineralisation, patchy","an old surveyed corner bearing the numbers mc 4924 to 4927 may assist in locating such data. minor historic gold prospecting is evident from an old trench located at amg 453880e 6853250n, across a bif sediment ultramafic contact zone. during 1993 1996 the tenement area was included in e38 553 held by cra exploration where minor patchy gold mineralisation was reported along a granite greenstone contact. 7.0 exploration 2005 2006 based on analysis of magnetic trends and intersections with inferred structural features, a total of 11 target areas were identified in the area.",,0,"bif, granite greenstone, sediment",,gold,,,False,,
a072981_adam range annual report 2006 e38-1585_15498234_36,a072981_adam range annual report 2006 e38-1585_15498234.json,36,"all samples were assayed for ppb level gold, with selective follow up assays for cu, ni, pt and pd where a potential for base metals was inferred.",1,potential,1,potential,"davlyn were provided with a list of amg coordinated drill sites along east west lines spaced at 200m to 400m with holes at 50m intervals. some of the drill lines meandered because of obstacles such as dense scrub belts, and a levee bank constructed for flood control purposes. all samples were assayed for ppb level gold, with selective follow up assays for cu, ni, pt and pd where a potential for base metals was inferred. this work did not have geological supervision, and a subsequent examination of drill spoils showed that a consistent hardpan layer was only in places a feature of the local terrain.",,0,hardpan,,gold,base metals,,False,,
a072981_adam range annual report 2006 e38-1585_15498234_40,a072981_adam range annual report 2006 e38-1585_15498234.json,40,"a 1.0 km linear 10 18 ppb gold anomaly was indicated, as well as several cu ni pt pd anomalies within a broad nickel zone which corresponds to identifiable ultramafic rocks in drill spoils.",1,broad,1,broad,"some of the holes ended in identifiable bedrock, while many others, ended in deep transported regolith without having reached bedrock. the central anomaly target corresponds to the 1.2 km long belt of subcropping greenstones in the north central part of the tenement, south of the main road. a 1.0 km linear 10 18 ppb gold anomaly was indicated, as well as several cu ni pt pd anomalies within a broad nickel zone which corresponds to identifiable ultramafic rocks in drill spoils. 8.0 geology the geology as interpreted from vacuum drill and old rab drill cuttings comprises a greenstone sequence striking slightly west of north, and bounded by granite to the west.",,0,"greenstones, granite, regolith, bedrock, greenstone",long,"nickel, gold",,,False,,
a081104_cgc1482001a2008_18423802_38,a081104_cgc1482001a2008_18423802.json,38,"regional mapping of the domain, combined with interpretation of aeromagnetic data, indicates the presence of quite extensive areas of metamorphosed tholeiitic and high mg basalts, ultramafic rocks, sediments, felsic volcanics, and volcaniclastic rocks intruded by granitoid plutons.",1,extensive,1,extensive,"to the north, the domain limits terminate south of the carnilya anticline at the east trending talcum fault, a major thrust that separates the parker domain from its northern neighbour, the boorara domain. one hundred and twenty kilometres to the south southeast granitoids of the norseman terrane close out the parker domains southward continuation. regional mapping of the domain, combined with interpretation of aeromagnetic data, indicates the presence of quite extensive areas of metamorphosed tholeiitic and high mg basalts, ultramafic rocks, sediments, felsic volcanics, and volcaniclastic rocks intruded by granitoid plutons. the outcropping greenstones of the parker domain appear to relate regionally with the upper basalt unit and felsic volcanic sedimentary unit of the adjacent kambalda domain.",,0,"volcaniclastic rocks, felsic volcanics, sediments, basalt, granitoids, greenstones, granitoid, basalts","carnilya, norseman, boorara, kambalda",,,,False,,
a081104_cgc1482001a2008_18423802_68,a081104_cgc1482001a2008_18423802.json,68,"in a broad sense the geology of the aztec dome is comparable to the kambalda dome, 12km to the southwest.",1,broad,1,broad,"the eastern side of the dome appears to be down faulted with only the lower part of the basalt sequence exposed in the western half. the depth to the top of the dense underlying rocks is much shallower on the western side of the aztec dome. in a broad sense the geology of the aztec dome is comparable to the kambalda dome, 12km to the southwest. both domes lie within the late archaean kalgoorlie terrane, which comprises a number of domains that share similar deformation histories and lithostratigraphic successions.",,0,basalt,"kambalda, southwest, kalgoorlie terrane",,,archaean,False,,
a081104_cgc1482001a2008_18423802_81,a081104_cgc1482001a2008_18423802.json,81,"information on the parkeston dyke, a prominent regionally extensive structure which cuts the aztec dome in half, is presented in appendix 2.",1,extensive,1,extensive,"the outcrop geology maps of the aztec dome at 1:5,000 scale are included as figures 5 & 6. the report on the geological mapping of the aztec dome is included as appendix 1. information on the parkeston dyke, a prominent regionally extensive structure which cuts the aztec dome in half, is presented in appendix 2. 7.0 petrology four drill chip and outcrop samples were submitted to mason geoscience , adelaide, for preparation of thin sections and petrographic description.",,0,,parkeston,,,,False,,
a081104_cgc1482001a2008_18423802_138,a081104_cgc1482001a2008_18423802.json,138,the em and ip surveys were designed to locate small volumes of massive sulphide mineralisation surrounded by appreciable volumes of disseminated sulphide mineralisation of the kambalda style of nickel mineralisation.,1,mineralisation,1,mineralisation,"a further 6.20 line kilometres of coincident moving loop time domain electromagnetic (em) data were collected on historic bhp lines 13000nw and 15000nw. this em data was collected at 200m stations on both lines, with minor 100m station infill on line 13000nw. the em and ip surveys were designed to locate small volumes of massive sulphide mineralisation surrounded by appreciable volumes of disseminated sulphide mineralisation of the kambalda style of nickel mineralisation. also, the ip survey would allow for the evaluation of the quality of the 1969 bhp ip survey.",,0,,kambalda,"nickel, sulphide",,,False,,
a081104_cgc1482001a2008_18423802_141,a081104_cgc1482001a2008_18423802.json,141,ip and em data were initially collected on historic bhp line 130000nw to determine which method would be best suited to exploring for nickel mineralisation in the aztec dome area.,1,mineralisation,2,"potential, mineralisation","also, the ip survey would allow for the evaluation of the quality of the 1969 bhp ip survey. however, it is unclear how deep these surveys can see through the outcropping basalt cover sequence, and how thick the underlying ultramafic sequence is, and the depth to the prospective contact at the base of the potential host ultramafic sequence. ip and em data were initially collected on historic bhp line 130000nw to determine which method would be best suited to exploring for nickel mineralisation in the aztec dome area. on the basis of this initial line only em was collected on line 15000nw before the issues described above resulted in termination of the survey.",,0,basalt,,nickel,,,False,,
a081104_cgc1482001a2008_18423802_148,a081104_cgc1482001a2008_18423802.json,148,"the strong ip response from target a is complex, multi sourced and is of a disseminated style of mineralisation, located on the south east margin of a syenite plug.",1,mineralisation,1,mineralisation,"the data were re modeled after the data were digitized from archived reports to provide a clearer picture of chargeable and or conductivity sources that may be related to sulphide mineralization. this proved to be a useful exercise as twelve targets were identified. the strong ip response from target a is complex, multi sourced and is of a disseminated style of mineralisation, located on the south east margin of a syenite plug. this could be a hydrothermal gold copper target or may be associated with disseminated copper nickel adjacent reflecting the anomalous geochemistry in historic hole asd001?.",,0,syenite,,"gold, sulphide, copper, hydrothermal, nickel",,,False,,
a081104_cgc1482001a2008_18423802_152,a081104_cgc1482001a2008_18423802.json,152,"these targets are percentage frequency effect (pfe) and or 8 cgc1482001a2008 coogee project 2008 annual report conductive responses associated with lithological contacts of which targets j, g, and d are the most interesting for nickel mineralisation.",1,mineralisation,1,mineralisation,"targets b and k coincide with the parkeston dyke and are considered to be moderate gold targets. targets c, d, f, g, h, i, j and l are located in the western portion of the aztec dome and are rated low order anomalies for nickel. these targets are percentage frequency effect (pfe) and or 8 cgc1482001a2008 coogee project 2008 annual report conductive responses associated with lithological contacts of which targets j, g, and d are the most interesting for nickel mineralisation. target locations are shown in figure 8 and the geophysical review report is shown in appendix 6.",,0,,parkeston,"nickel, gold",,,False,,
a081104_cgc1482001a2008_18423802_171,a081104_cgc1482001a2008_18423802.json,171,the eastern half has five possible felsic intrusives; one is apparent on the gravity while the others are apparent on the magnetics.,1,possible,1,possible,"the dome has two distinct sides; the western half contains some highly magnetic basalt units, while the eastern half has moderately magnetic basalts with thin interflow sediments. the dome is surrounded by sediments and intermediate to felsic tuffs. the eastern half has five possible felsic intrusives; one is apparent on the gravity while the others are apparent on the magnetics. the western edge of the dome shows rapid changes in both the gravity and magnetic data interpreted as a steeply west dipping shear while the eastern half is more shallow dipping and stratigraphic.",,0,"basalt, tuffs, basalts, sediments",,,,,False,,
a081104_cgc1482001a2008_18423802_186,a081104_cgc1482001a2008_18423802.json,186,the nickel mineralisation occurs at the contact between the host serpentinised komatiites (kambalda komatiite unit) and footwall basalts (lunnon basalt unit).,1,mineralisation,1,mineralisation,figure 11 is a geophysical interpretation map of the aztec dome refer to appendix 9 for more detail. 11.3 interpretation of em & ip data the kambalda komatiite hosted nickel ore bodies are small in size but are high grade. the nickel mineralisation occurs at the contact between the host serpentinised komatiites (kambalda komatiite unit) and footwall basalts (lunnon basalt unit). the sulphide ore zones are usually less than 6m true width.,"kambalda komatiite, lunnon basalt",0,"komatiites, basalts",,"nickel, sulphide",nickel ore,,False,,
a081104_cgc1482001a2008_18423802_189,a081104_cgc1482001a2008_18423802.json,189,the mineralisation can be traced for kilometres and is of variable width.,1,mineralisation,1,mineralisation,"the sulphide ore zones are usually less than 6m true width. some of the mineralisation is massive, but there are larger volumes of disseminated mineralisation. the mineralisation can be traced for kilometres and is of variable width. the economic ore zones have dimensions of 100m to 150m.",,0,,,sulphide,,,False,,
a081104_cgc1482001a2008_18423802_192,a081104_cgc1482001a2008_18423802.json,192,in the aztec dome the thickness of the outcropping basalt cover sequence equivalent to the hangingwall devon consols basalt and the thickness of the potential host ultramafic sequence equivalent to the kambalda komatiite are not accurately known.,1,potential,1,potential,"the economic ore zones have dimensions of 100m to 150m. these ore zones have small geophysical footprints and therefore are difficult geophysical targets. in the aztec dome the thickness of the outcropping basalt cover sequence equivalent to the hangingwall devon consols basalt and the thickness of the potential host ultramafic sequence equivalent to the kambalda komatiite are not accurately known. therefore, the depth to the base of the potential host ultramafic sequence will be a limiting factor in the effectiveness of any geophysical survey for nickel sulphide ore bodies.","devon consols basalt, kambalda komatiite",0,basalt,,"nickel, sulphide",,,False,,
a081104_cgc1482001a2008_18423802_195,a081104_cgc1482001a2008_18423802.json,195,it is expected that the ip footprint will be larger due to disseminated halo surrounding the massive mineralisation (which will have an em footprint).,1,mineralisation,2,"potential, mineralisation","therefore, the depth to the base of the potential host ultramafic sequence will be a limiting factor in the effectiveness of any geophysical survey for nickel sulphide ore bodies. the footprint of the nickel mineralisation for ip and tem are different. it is expected that the ip footprint will be larger due to disseminated halo surrounding the massive mineralisation (which will have an em footprint). the expected ip signature is of a phase anomaly with an associated conductive zone.",,0,,,"nickel, sulphide",,,False,,
a081104_cgc1482001a2008_18423802_201,a081104_cgc1482001a2008_18423802.json,201,anomaly b coincides with a resistive zone and is a potential gold target.,1,potential,1,potential,"several phase anomalies are shown labeled a to e. anomalies b, c and d are rated the higher anomalies. anomaly b is located on the parkeston dyke and is most likely composed of multiple bodies. anomaly b coincides with a resistive zone and is a potential gold target. anomalies c and d are complex responses and are associated with a very weak conductor at station 2100e.",,0,,parkeston,gold,,,False,,
a081104_cgc1482001a2008_18423802_212,a081104_cgc1482001a2008_18423802.json,212,there is a possible bedrock feature centred about station 3600me (387971e 6556636n) that may be the response associated with a near vertical conductor.,1,possible,1,possible,the negative decay is clearly the result of polarisation effects. it is difficult to ascertain more subtle polarisation effects that may be affecting other stations. there is a possible bedrock feature centred about station 3600me (387971e 6556636n) that may be the response associated with a near vertical conductor. the feature has the classic m shaped response (moving loop) associated with vertical conductors.,,0,bedrock,,,,,False,,
a081104_cgc1482001a2008_18423802_226,a081104_cgc1482001a2008_18423802.json,226,in the aztec dome the thickness of the outcropping basalt cover sequence (devon consols basalt equivalent) and the thickness of the potential host ultramafic sequence (kambalda komatiite equivalent) are not accurately known.,1,potential,1,potential,"the high nickel values are attributed to the presence of nickeliferous pyrrhotite and the elevated copper values with trace chalcopyrite present as occluded particles in both pyrrhotite and pyrite. the geological setting setting of the aztec dome, supported by geophysical interpretation and drill hole petrology and geochemistry indicate that the mapped area is prospective for blind kambalda style komatiite hosted nickel deposits and for structurally controlled gold deposits. in the aztec dome the thickness of the outcropping basalt cover sequence (devon consols basalt equivalent) and the thickness of the potential host ultramafic sequence (kambalda komatiite equivalent) are not accurately known. therefore, the depth to the base of the potential host ultramafic sequence will be a limiting factor in the effectiveness of any geophysical survey for kambalda style nickel sulphide ore bodies.","devon consols basalt, kambalda komatiite",0,"basalt, komatiite",kambalda,"nickel, sulphide, copper, pyrrhotite, chalcopyrite, pyrite","gold deposits, nickel deposits",,False,,
a081104_cgc1482001a2008_18423802_230,a081104_cgc1482001a2008_18423802.json,230,the potential for hydrothermal disseminated sulphide gold deposits has been largely ignored to date.,1,potential,1,potential,"a series of ip and em anomalies were defined on two lines across the southern portion of the outcropping aztec dome, however, this survey is incomplete and more geophysical data must be collected prior to a full evaluation of the subsurface anomalism of prospective areas. to date ip has been more effective than em in defining geophysical anomalies, several of which especially around the margins of the syenite intrusive plug near hole asd001, and the figure 13: em line 13000n 200m loop amplitude profiles station 3600me 11 parkeston dyke are prospective for gold. the potential for hydrothermal disseminated sulphide gold deposits has been largely ignored to date. nevertheless, ni, cr, cu, and s anomalism in hole asd001 remains unexplained and must be a focus for future nickel exploration, along with geophysical anomalies under the western portion of the aztec dome.",,0,syenite,parkeston,"nickel, sulphide, gold, hydrothermal",gold deposits,,False,,
a081104_cgc1482001a2008_18423802_251,a081104_cgc1482001a2008_18423802.json,251,"in a broad sense the geology of the aztec dome is comparable to the kambalda dome, twelve kilometers to the southwest.",1,broad,1,broad,"the eastern side of the dome appears to be down faulted with only the lower part of the basalt sequence exposed in the western half. the depth to the top of the dense underlying rocks is much shallower on the western side of the aztec dome. in a broad sense the geology of the aztec dome is comparable to the kambalda dome, twelve kilometers to the southwest. both domes lie within the late archaean kalgoorlie terrane, which comprises a number of domains that share similar deformation histories and litho stratigraphic successions.",,0,basalt,"kambalda, southwest, kalgoorlie terrane",,,archaean,False,,
a081104_cgc1482001a2008_18423802_264,a081104_cgc1482001a2008_18423802.json,264,"the highest hills are on the north shore of the lake rising to 336 meters, and the best rock exposures occur where steep slopes are close to the lake shore.",1,rising,1,rising,"most of the area is impassable in wet weather as it is traversed by a series of drainage channels and flood plains which feed in to lake lefroy. the surface of the generally dry, saline, lake lefroy at approximately 290 meters above australian height datum, dominates the area. the highest hills are on the north shore of the lake rising to 336 meters, and the best rock exposures occur where steep slopes are close to the lake shore. despite the steep hills the slopes and gullies are generally scree covered and do not provide the best outcrop.",,0,,,,,,False,,
a081104_cgc1482001a2008_18423802_274,a081104_cgc1482001a2008_18423802.json,274,"regional mapping of the domain, combined with interpretation of aeromagnetic data, indicates the presence of quite extensive areas of metamorphosed tholeiitic and highmg basalts, ultramafic rocks, sediments, felsic volcanics, and volcaniclastic rocks intruded by granitoid plutons.",1,extensive,1,extensive,"to the north, the domain limits terminate south of the carnilya anticline at the east trending talcum fault, a major thrust that separates the parker domain from its northern neighbour, the boorara domain. one hundred and twenty kilometres to the south southeast granitoids of the norseman terrane close out the parker domains southward continuation. regional mapping of the domain, combined with interpretation of aeromagnetic data, indicates the presence of quite extensive areas of metamorphosed tholeiitic and highmg basalts, ultramafic rocks, sediments, felsic volcanics, and volcaniclastic rocks intruded by granitoid plutons. the outcropping greenstones of the parker domain appear to relate regionally with the upper basalt unit and felsic volcanic sedimentary unit of the adjacent kambalda domain.",,0,"volcaniclastic rocks, felsic volcanics, sediments, basalt, granitoids, greenstones, granitoid, basalts","carnilya, norseman, boorara, kambalda",,,,False,,
a081104_cgc1482001a2008_18423802_281,a081104_cgc1482001a2008_18423802.json,281,in the late 1960s and early 1970s the area was held in a temporary reserve by bhp for several years as part of its extensive exploration programme for nickel in the mount monger district.,1,extensive,1,extensive,"previous mapping investigations the first edition geological mapping, by the gswa, with explanatory notes of the widgiemooltha (sh51 14) 1:250,000 sheet in 1966, was superseded in 1989 by the second edition by griffin (1989). griffin (1990) also produced the gwsa report 32 entitled geology of the granite greenstone terrane of the lake lefroy and cowan 1:100,000 sheets, western australia. in the late 1960s and early 1970s the area was held in a temporary reserve by bhp for several years as part of its extensive exploration programme for nickel in the mount monger district. in 1985 cra commissioned jack hallberg to map its tenements at 1:25,000 scale.",,0,granite greenstone,"western australia, widgiemooltha, mount monger",nickel,,,False,,
a081104_cgc1482001a2008_18423802_392,a081104_cgc1482001a2008_18423802.json,392,283.90 287.59m dark green actinolitic orthoamphibolite (possible intrusive) 287.59 292.55m siliceous dyke like intrusion and zone of brecciation.,1,possible,1,possible,"184.70 236.48m altered fractured orthoamphibolites and volcanic breccias. kambalda east project aztec dome geological mapping 2008 10 238.08 283.90m altered fractured orthoamphibolites and volcanic breccias. 283.90 287.59m dark green actinolitic orthoamphibolite (possible intrusive) 287.59 292.55m siliceous dyke like intrusion and zone of brecciation. the drill hole stratigraphy is a sequence of orthoamphibolites (metabasalts) with intercalations of slumped tuffaceous and chemically derived sediments (cherts, jaspers).",,0,"volcanic breccias, metabasalts, cherts, sediments",kambalda,jaspers,,,False,,
a081104_cgc1482001a2008_18423802_398,a081104_cgc1482001a2008_18423802.json,398,other intervals have considerable pyrite and pyrrhotite mineralisation which generally occur as disseminations and veinlets.,1,mineralisation,2,"mineralisation, patchy","most diagnostic igneous textures have been obliterated by silica, epidotite, potash, sulphide and carbonate metasomatism. this has resulted in sections of the core exhibiting classic quartz carbonate stockwork structures. other intervals have considerable pyrite and pyrrhotite mineralisation which generally occur as disseminations and veinlets. some of the orthoamphibolites show variolitic, micro amygdaloidal and coalescing patchy textures which enables a crude differentiation to be made between lithotypes amphibolite 1 and 2.",,0,amphibolite,,"carbonate, sulphide, quartz, pyrrhotite, silica, pyrite",,,False,,
a081104_cgc1482001a2008_18423802_453,a081104_cgc1482001a2008_18423802.json,453,"discussion in a broad sense the aztec dome is comparable to the kambalda dome, twelve kilometers to the southwest.",1,broad,1,broad,"the western half is structurally higher than the eastern half. the dome is faulted with the east side down. discussion in a broad sense the aztec dome is comparable to the kambalda dome, twelve kilometers to the southwest. the aztec (dome) basalt appears to correlate with the upper part of the devon consols basalt at kambalda, as it has a similar mgo content (6.8%), and rare pillows and fewer variolites.",devon consols basalt,0,"basalt, variolites","kambalda, southwest",,,,False,,
a081104_cgc1482001a2008_18423802_460,a081104_cgc1482001a2008_18423802.json,460,"despite the occurrence of classic stockwork carbonate and quartz carbonate veining with pyrite and pyrrhotite in equal abundance over extensive intervals down hole, much of the core recorded nil or barely detectable gold.",1,extensive,1,extensive,"this metasomatic alteration is associated with the intrusion of the quartz syenite plug. anomalous base metal chemistry has been introduced into the basalts from a deeper, probable ultramafic source. despite the occurrence of classic stockwork carbonate and quartz carbonate veining with pyrite and pyrrhotite in equal abundance over extensive intervals down hole, much of the core recorded nil or barely detectable gold. values for platinum and palladium, likewise, were insignificant.",,0,"quartz syenite, metasomatic, basalts",,"carbonate, gold, quartz, pyrrhotite, platinum, pyrite, palladium",base metal,,False,,
a081104_cgc1482001a2008_18423802_480,a081104_cgc1482001a2008_18423802.json,480,"in a broad sense the geology of the aztec dome is comparable to the kambalda dome, twelve kilometers to the southwest.",1,broad,1,broad,"conclusions the kambalda east project, of which the aztec dome is part, lies within the late archaean kalgoorlie terrane that is divided into four main and two smaller domains that are separated by major structural breaks. these domains have common deformation histories and similar regional litho stratigraphic successions. in a broad sense the geology of the aztec dome is comparable to the kambalda dome, twelve kilometers to the southwest. in the aztec dome an outcropping basalt sequence is underlain by dense non outcropping rocks, thought to be ultramafic lithologies, and overlain by tuffs and sediments.",,0,"basalt, tuffs, sediments","kambalda, southwest, kalgoorlie terrane",,,archaean,False,,
a081104_cgc1482001a2008_18423802_627,a081104_cgc1482001a2008_18423802.json,627,"it is possible that au was introduced in this event, in which case native gold might occur in the veins and or in the altered host rock.",1,possible,1,possible,"proximal to the vein, strong alteration generated new microgranular plagioclase + biotite + carbonate (calcite) + trace opaques (?sulphide). this alteration involved metasomatic introduction of co2, k and possibly s: the co2 is hosted by calcite, the k is hosted by biotite, and s is hosted by ?sulphide. it is possible that au was introduced in this event, in which case native gold might occur in the veins and or in the altered host rock. 6: sample 101092 (transmitted plane polarised light, obj.",,0,"metasomatic, host rock",,"carbonate, sulphide, calcite, plagioclase, biotite, native gold",,,False,,
a081104_cgc1482001a2008_18423802_634,a081104_cgc1482001a2008_18423802.json,634,"appendix 2 parkeston dyke data cgc1482001a2008 coogee project 2008 annual report parkeston dyke the regionally extensive parkeston dyke is a narrow, north northwest trending crustal structure subparallel to the boulder lefroy and mount monger faults, which are major structures within the kalgoorlie terrane of the archaean eastern goldfields supergroup.",1,extensive,1,extensive,"8: sample 101092 (transmitted light, crossed polarisers, obj. x10, image pa013748) this view illustrates the presence of opaques (black, centre, most likely sulphide such as ?pyrrhotite) which formed as part of the proximal alteration assemblage with plagioclase (grey) and biotite (reddish flakes) in strongly altered meta basic host rock adjacent to quartz rich vein (bottom). appendix 2 parkeston dyke data cgc1482001a2008 coogee project 2008 annual report parkeston dyke the regionally extensive parkeston dyke is a narrow, north northwest trending crustal structure subparallel to the boulder lefroy and mount monger faults, which are major structures within the kalgoorlie terrane of the archaean eastern goldfields supergroup. the parkeston dyke is a poorly documented and poorly outcropping structure which extends for over 100km from the golden mile area of kalgoorlie (and probably further to the northwest) to the southeast of lake cowan on the yardina map sheet (1:100,000 reference 3334), where it is probably terminated against the albany fraser orogen.",,0,host rock,"parkeston, fraser, mount monger, goldfields, albany, boulder, kalgoorlie, kalgoorlie terrane, grey","sulphide, quartz, pyrrhotite, plagioclase, biotite",,archaean,False,,
a081104_cgc1482001a2008_18423802_637,a081104_cgc1482001a2008_18423802.json,637,"this dolerite could be archaean, but if the dolerite is a correlative of the widgiemooltha dyke suite, then its age is approximately 2420 ma the extensive east northeast trending binneringie dyke and jimberlana dyke have been dated at 2418ma and 2411ma respectively.",1,extensive,1,extensive,"the parkeston dyke is a poorly documented and poorly outcropping structure which extends for over 100km from the golden mile area of kalgoorlie (and probably further to the northwest) to the southeast of lake cowan on the yardina map sheet (1:100,000 reference 3334), where it is probably terminated against the albany fraser orogen. its age is unknown, but it is probably a reactivated archaean structure which is now locally occupied by dolerite. this dolerite could be archaean, but if the dolerite is a correlative of the widgiemooltha dyke suite, then its age is approximately 2420 ma the extensive east northeast trending binneringie dyke and jimberlana dyke have been dated at 2418ma and 2411ma respectively. if the dolerite is a later feature associated with the notheasterly trending albany fraser orogen then its age is approximately 1210 + 10 ma.",binneringie dyke,0,"dolerite, unknown","parkeston, fraser, jimberlana dyke, albany, widgiemooltha, kalgoorlie",,,archaean,False,,
a081104_cgc1482001a2008_18423802_779,a081104_cgc1482001a2008_18423802.json,779,"it is possible that au was introduced in this event, in which case native gold might occur in the veins and or in the altered host rock.",1,possible,1,possible,"proximal to the vein, strong alteration generated new microgranular plagioclase + biotite + carbonate (calcite) + trace opaques (?sulphide). this alteration involved metasomatic introduction of co2, k and possibly s: the co2 is hosted by calcite, the k is hosted by biotite, and s is hosted by ?sulphide. it is possible that au was introduced in this event, in which case native gold might occur in the veins and or in the altered host rock. 6: sample 101092 (transmitted plane polarised light, obj.",,0,"metasomatic, host rock",,"carbonate, sulphide, calcite, plagioclase, biotite, native gold",,,False,,
a081104_cgc1482001a2008_18423802_935,a081104_cgc1482001a2008_18423802.json,935,bhp undertook the survey to locate small volumes of massive sulphide mineralisation surrounded by appreciable volumes of disseminated sulphide mineralisation.,1,mineralisation,1,mineralisation,.z files used for plotting containing averaged em and ip data. logistics summary zonge job 825 page 7 figure 1 planned aztec dome survey grid. bhp undertook the survey to locate small volumes of massive sulphide mineralisation surrounded by appreciable volumes of disseminated sulphide mineralisation. the kambalda nickel ore bodies are small in size but are high grade.,,0,,kambalda,sulphide,nickel ore,,False,,
a081104_cgc1482001a2008_18423802_939,a081104_cgc1482001a2008_18423802.json,939,"some of the mineralisation is massive, but there are larger volumes of disseminated mineralisation.",1,mineralisation,1,mineralisation,"the nickel mineralisation occurs at the contact between serpentenised ultra basic rocks and greenstones. the sulphide zones are usually less than 6m true width. some of the mineralisation is massive, but there are larger volumes of disseminated mineralisation. the mineralisation can be traced for kilometres and is of variable width.",,0,greenstones,,"nickel, sulphide",,,False,,
