event_id,filename,group,sentence_idx,sentence_text,n_trigger_words_in_sentence,trigger_words_in_sentence,n_trigger_words_in_event,trigger_words_in_event,event_text,STRAT,event_label,ROCK,LOCATION,MINERAL,ORE_DEPOSIT,TIMESCALE,reviewed,Near Miss Event,Key trigger phrase,n_trigger_words,polarity,subjectivity,negative,neutral,positive,compound
a084719_c54_2009 annual report 2008_2009_11392560_176,a084719_c54_2009 annual report 2008_2009_11392560.json,1,176,"depending upon the depth of weathering, assuming 40m, a conservative resource of 45mt (25 35 mt of concentrate) is possible.",1.0,possible,1.0,possible,"another option is to treat the weathered potion of the central banded iron formation to provide a saleable iron concentrate. this zone consists of a hematite shale iron formation and crushing and screening may remove enough of the shale to produce a saleable product. depending upon the depth of weathering, assuming 40m, a conservative resource of 45mt (25 35 mt of concentrate) is possible. the area will require little more additional drill testing as it is part of the existing and planned magnetite drilling programs.",,0,"banded iron formation, shale, iron formation",,"hematite, magnetite, iron",,,True,False,,,0.10178571428571428,0.5357142857142857,0.03,0.938,0.032,0.0516
a081125_e08_1407_2008a_16506093_4,a081125_e08_1407_2008a_16506093.json,1,4,conclusions: the studies into the austeel steel project are encouraging and the company will be advancing the project by seeking to put in place necessary approvals.,1.0,encouraging,1.0,encouraging,"work done: feasibility study completed over austeel steel project area. results: the results from the study are positive. conclusions: the studies into the austeel steel project are encouraging and the company will be advancing the project by seeking to put in place necessary approvals. mineralogy pty ltd confidential information unauthorised use prohibited annual report for the period 03 january 2008 to 02 january 2009, e08 1407 table of contents 1 introduction.",,0,,,,,,True,False,,,0.11363636363636363,0.7727272727272727,0.0,0.907,0.093,0.7906
a081125_e08_1407_2008a_16506093_41,a081125_e08_1407_2008a_16506093.json,1,41,the studies into the austeel steel project are encouraging and the company will be advancing the project by seeking to put in place necessary approvals.,1.0,encouraging,1.0,encouraging,"the tenement lies in the northern part of the carnarvon basin. the carnarvon basin sequence overlies a basement of precambrian sedimentary and volcanic rocks of the hamersley basin (commander, 1989). the studies into the austeel steel project are encouraging and the company will be advancing the project by seeking to put in place necessary approvals. previous exploration activity in the area has included: vam ltd (1968 1971).",,0,sedimentary and volcanic rocks,"carnarvon basin, hamersley basin",,,precambrian,True,False,,,-0.08333333333333333,0.5833333333333334,0.039,0.886,0.075,0.3612
a081125_e08_1407_2008a_16506093_44,a081125_e08_1407_2008a_16506093.json,1,44,a limited programme of bottom sampling and auger drilling identified potential resources of approximately 2m cubic yards of hm grading at 9%.,1.0,potential,1.0,potential,previous exploration activity in the area has included: vam ltd (1968 1971). vam ltd conducted field investigations over the area in the hope of proving up a heavy mineral (hm) resource. a limited programme of bottom sampling and auger drilling identified potential resources of approximately 2m cubic yards of hm grading at 9%. the exploration licence e08 1407 is being explored by mineralogy pty ltd (min).,,0,,,,,,True,False,,,-0.1676190476190476,0.4819047619047619,0.028,0.875,0.098,0.5859
a085918_file verification report c22_2009a_12879870_5,a085918_file verification report c22_2009a_12879870.json,1,5,results: drilling has identified ultramafic sequences containing nickel mineralisation.,1.0,mineralisation,1.0,mineralisation,"historic drill hole data indicates the presence of ultrabasic rocks. work done: data review and interpretation, moving loop transient electromagnetic surveys, petrology, site clearance survey, geochemical mmi survey, air core and reverse circulation drilling. results: drilling has identified ultramafic sequences containing nickel mineralisation.",,0,,,nickel,,,True,False,,,0.0,0.0,0.0,1.0,0.0,0.0
a078089_c93_2006_2007a_9728708_21,a078089_c93_2006_2007a_9728708.json,1,21,conclusion: further exploration is planned to fully assess the potential of the project.,1.0,potential,1.0,potential,"work done: exploration conducted comprised a project review, target identification and field assessment. results: exploration targets were identified to the north and south of the tenement. conclusion: further exploration is planned to fully assess the potential of the project. tenement e31 611 is part of jackson minerals limiteds one tree project.",,0,,jackson,,,,True,True,,,0.0,0.75,0.0,0.892,0.108,0.5719
a078089_c93_2006_2007a_9728708_37,a078089_c93_2006_2007a_9728708.json,1,37,modern exploration began in the early 1970s when the areas underlain by ultramafic rocks were examined for nickel mineralisation but with no success.,1.0,mineralisation,1.0,mineralisation,"1 jackson minerals limited 1 department of industry and resources c93 2006 one tree project 2007 annual report page 2 of 19 the edjudina region was first examined by prospectors at the beginning of the last centaury and several gold deposits were located and worked at that time. modern exploration began in the early 1970s when the areas underlain by ultramafic rocks were examined for nickel mineralisation but with no success. this was followed by exploration for volcanogenic copperzinc sulphide deposits, mainly in areas underlain by felsic volcanic rocks and, although several base metal gossans were located, no economic deposits were discovered.",,0,"felsic volcanic rocks, gossans",jackson,"sulphide, nickel","base metal, gold deposits",,True,True,mineralisation but with no success,,-0.036796536796536806,0.2432900432900433,0.065,0.854,0.081,0.4215
a078089_c93_2006_2007a_9728708_45,a078089_c93_2006_2007a_9728708.json,1,45,"exploration, during the period 1990 to 1997, was conducted to target shear hosted gold mineralisation associated with splays off the keith kilkenny tectonic zone.",1.0,mineralisation,1.0,mineralisation,"southern ventures nl concluded that although the area had not been tested in detail, sufficient work had been undertaken to discount any major economic gold occurrence. item 7448, 8340, 14053 title oak well gold exploration period 1990 1997 company pancontinental mining pty the the southern portion of pancontinental mining pty oak well gold project (e31 105) covered tenement e31 611. exploration, during the period 1990 to 1997, was conducted to target shear hosted gold mineralisation associated with splays off the keith kilkenny tectonic zone. the rab drilling and reconnaissance soil sampling was undertaken by pancontinental mining pty.",,0,,,gold,,,True,True,,,0.065625,0.175,0.0,0.921,0.079,0.7184
a078089_c93_2006_2007a_9728708_82,a078089_c93_2006_2007a_9728708.json,1,82,"the barba hills domain lies on the eastern limb of a regional anticline, the core of which is largely represented by an extensive granitoid complex.",1.0,extensive,1.0,extensive,"both the barba hills and yarri domains contain several basaltic and felsic volcaniclastic sequences with thin and or discontinuous ultramafic (komatiite) layers. within both domains, low angle regional shear zones bound or truncate lithologic stratigraphic packages. the barba hills domain lies on the eastern limb of a regional anticline, the core of which is largely represented by an extensive granitoid complex. the yarri domain appears to form a west dipping homoclinal sequence.",,0,"basaltic, komatiite, granitoid",yarri,,,,True,False,,,-0.08095238095238096,0.38531746031746034,0.067,0.933,0.0,-0.5994
a078089_c93_2006_2007a_9728708_87,a078089_c93_2006_2007a_9728708.json,1,87,gold mineralisation is present in several linear zones of alteration in a variety of host rocks.,1.0,mineralisation,1.0,mineralisation,"the one tree project tenements predominantly overlie one of these granitoid sheets. post regional folding granitoids tend to be ovoid to slightly ellipsoidal in outcrop pattern, they include the porphyry quartz monzonite. gold mineralisation is present in several linear zones of alteration in a variety of host rocks. the porphyry mine was the only major producer (about 4.5 mt) in the area.",,0,"porphyry quartz monzonite, granitoid, host rocks, porphyry, granitoids",,gold,,,True,False,,,-0.020833333333333332,0.33333333333333337,0.0,1.0,0.0,0.0
a078089_c93_2006_2007a_9728708_101,a078089_c93_2006_2007a_9728708.json,1,101,"the alteration mineralogy is quartz muscovite pyrite, and probably includes fine grained hematite produced at a late stage of mineralisation.",1.0,mineralisation,2.0,"low grade, mineralisation","the porphyry shear zone, which cuts the eastern margin of the intrusion, is approximately 25m wide. gold is localized in a series of en echeolon lenses, with the highest grades contained within mylonitic zones about 10cm thick (swager, 1995). the alteration mineralogy is quartz muscovite pyrite, and probably includes fine grained hematite produced at a late stage of mineralisation. the low grade million dollar mineralized shear occurs some 350 m above the porphyry shear and two kilometres south of the mine.",,0,porphyry,,"hematite, gold, muscovite, pyrite, quartz, dollar",,,True,False,,,-0.09761904761904762,0.425,0.053,0.925,0.022,-0.3612
a078089_c93_2006_2007a_9728708_105,a078089_c93_2006_2007a_9728708.json,1,105,the closest economic mineralisation to the project area is the historic blue duck mine which lies approximately 5 km to the south of e31 611.,1.0,mineralisation,1.0,mineralisation,"at yilgangi, heppingstone and rainbow, the mineralisation occurs in quartz veins within intensely sheared polymictic conglomerates and clastic sediments. at yilgangi, intrusive feldspar porphyries occur within the shear zones but are themselves unfoliated. the closest economic mineralisation to the project area is the historic blue duck mine which lies approximately 5 km to the south of e31 611. the surface cover of tenement e31 611 consists predominantly of red sandy soils which are aeolian in part, and granite derived sandy soils forming the remainder.",,0,"quartz veins, polymictic conglomerates, clastic sediments, granite",,feldspar,,,True,False,,,0.0,0.31666666666666665,0.043,0.957,0.0,-0.5719
a078089_c93_2006_2007a_9728708_118,a078089_c93_2006_2007a_9728708.json,1,118,it is possible that this trend continues through the tenement and further investigation is required to identify specific targets along the trend.,1.0,possible,1.0,possible,legacy surface geochemical data did not cover the area of e31 611. co incident geochemical and structural targets have been identified along strike both to the northwest and southeast of tenement e31 611. it is possible that this trend continues through the tenement and further investigation is required to identify specific targets along the trend. this report details exploration carried out on the one tree project during the reporting period 1st february 2007 to 31st january 2008.,,0,,,,,,True,False,,,0.0,0.5416666666666666,0.019,0.957,0.024,0.1027
a081060_p38-3340 a09_17008445_23,a081060_p38-3340 a09_17008445.json,1,23,"although prospective in areas, the results were interpreted to be too patchy (humphries, 1996).",1.0,patchy,1.0,patchy,"exploration for au by cra exploration pty ltd between 1992 and 1998 included acquisition and interpretation of 200m line spaced aeromagnetic data, regolith mapping, surface sampling, rab drilling, and diamond drilling. at nambrook 4m @ 3.4ppm au was recorded. although prospective in areas, the results were interpreted to be too patchy (humphries, 1996). mim exploration (cec pty ltd) explored for base metals and au in the duketon greenstone belt between 1973 and 1998.",duketon greenstone belt,0,regolith,,diamond,base metals,,True,True,results were interpreted,,-0.8,1.0,0.0,0.894,0.106,0.7269
a081060_p38-3340 a09_17008445_28,a081060_p38-3340 a09_17008445.json,1,28,"mineralisation was interpreted to be narrow and erratic (berkman, 1998; newton, 1998).",1.0,mineralisation,1.0,mineralisation,"best intersections of 2m at 1% zn and 1.2% pb were returned from percussion drilling at mason hill and 4.7% cu, 2.7% pb, and 9.6% zn from diamond drilling at tuff hill. more recent au exploration consisted of re analysis of historical pulps, and further percussion and rc drilling, especially at fisher well. mineralisation was interpreted to be narrow and erratic (berkman, 1998; newton, 1998). ashton gold ltd extensively explored in the duketon greenstone belt between 1987 and 1993.",duketon greenstone belt,0,tuff,,"diamond, gold",,,True,False,,,0.1625,0.41041666666666665,0.0,0.871,0.129,0.8787
a077286_crl_comannualrep_c160_2007_17882779_61,a077286_crl_comannualrep_c160_2007_17882779.json,1,61,the weld range greenstone belt metamorphism is thought to increase from west to east from low grade greenschist facies to low grade amphibolite facies reflected in the mineralogy of the banded irons and the intruded recrystallised metasomatised dolerite dyke (elias 1982).,1.0,low grade,1.0,low grade,"faults tend to be steeply dipping, subvertical. the earliest metamorphism, identified in the gneiss is medium to high grade and is reflected by areas of granulite facies surrounded by middle to upper amphibolite facies. the weld range greenstone belt metamorphism is thought to increase from west to east from low grade greenschist facies to low grade amphibolite facies reflected in the mineralogy of the banded irons and the intruded recrystallised metasomatised dolerite dyke (elias 1982). geological logging codes appendix 2.",greenstone belt,0,"dolerite, amphibolite, greenschist, gneiss, granulite",weld range,irons,,,True,False,,,0.02666666666666667,0.20666666666666667,0.085,0.888,0.027,-0.6124
a077286_crl_comannualrep_c160_2007_17882779_75,a077286_crl_comannualrep_c160_2007_17882779.json,1,75,the historical data from adjacent areas will be relevant to understanding the geology and mineralisation as exploration continues.,1.0,mineralisation,1.0,mineralisation,the review has revealed that little if any historical exploration has occurred in the weld range west project area. historical data is limited to regional 400m line spacing aerial magnetics. the historical data from adjacent areas will be relevant to understanding the geology and mineralisation as exploration continues. fugro airborne surveys conducted airborne magnetic and radiometric surveys over weld range west area 17th november 2006 to 25th november 2006.,,0,,weld range,,,,True,False,,,0.023511904761904772,0.2571428571428571,0.026,0.921,0.053,0.2263
a077286_crl_comannualrep_c160_2007_17882779_84,a077286_crl_comannualrep_c160_2007_17882779.json,1,84,"the iron mineralisation is predominantly hematite, hematite goethite and goethite ores, confined to narrow discontinuous lenses within the bifs.",1.0,mineralisation,1.0,mineralisation,"dolerite accounts for around 90% of the thickness of the sequence at weld range and there has been no evidence to suggest the mafics are anything but intrusive in origin (elias 1982). the iron formations generally dip steeply to the southeast with most of the deposits occurring in a persistent bif up to 40m thick in the wilgie mia iron formation, which forms the southern range of weld range. the iron mineralisation is predominantly hematite, hematite goethite and goethite ores, confined to narrow discontinuous lenses within the bifs. the iron deposits of the northern ranges, the madoonga formation, consist chiefly of goethite and lesser hematite goethite ores.",madoonga formation,0,"dolerite, iron formations, iron formation, bif, bifs","weld range, wilgie mia","goethite, hematite, iron","iron deposits, goethite ores",,True,False,,,0.008333333333333331,0.3958333333333333,0.041,0.959,0.0,-0.5267
a077286_crl_comannualrep_c160_2007_17882779_89,a077286_crl_comannualrep_c160_2007_17882779.json,1,89,"the ore lenses terminate sharply against unaltered bifs, silica enriched banded cherts and dolerites, and in places contain more magnetite on the contact.",1.0,enriched,1.0,enriched,"most of the iron formations in the weld range are displaced by a series of transverse faults and mines department drilling in the early 1970s showed that many ore lenses were displaced by shallow dipping faults at depth. the outcropping ore lenses are a mixture of banded and platy hematite, goethite and shaly limonite, with some lenses containing more magnetite, while lower grade lenses contain more goethite and silica depleted banded iron. the ore lenses terminate sharply against unaltered bifs, silica enriched banded cherts and dolerites, and in places contain more magnetite on the contact. the ore is thought to have formed by remobilisation of iron and replacement of the parent bif during deep seated thermal metamorphism in the archaean.",,0,"cherts, iron formations, dolerites, bif, bifs",weld range,"iron, goethite, silica, hematite, magnetite",limonite,archaean,True,False,,,0.17847222222222223,0.3958333333333334,0.07,0.93,0.0,-0.8255
a077286_crl_comannualrep_c160_2007_17882779_93,a077286_crl_comannualrep_c160_2007_17882779.json,1,93,"the high grade hematite deposits are thought to form where an iron rich formation with the appropriate textures, experiences favourable conditions for fluid flow and interaction with basinal brines, meteoric waters and magmatic fluids.",1.0,favourable,2.0,"favourable, mineralisation","secondary supergene enrichment and oxidation of the iron ores and banded irons has occurred since the archaean. the martite goethite deposits are derived from the replacement of gangue minerals by goethite, whereas soft high grade hematite deposits are attributed to residual concentration of hematite by leaching of silicate carbonate gangue. the high grade hematite deposits are thought to form where an iron rich formation with the appropriate textures, experiences favourable conditions for fluid flow and interaction with basinal brines, meteoric waters and magmatic fluids. this usually happens during regional deformation, however specific mechanisms on primary mineralisation and enrichment to form large high grade hematite ore bodies are unclear.",,0,,,"martite, irons, iron, goethite, carbonate, hematite, silicate",iron ores,archaean,True,False,,,0.11686813186813186,0.38642857142857145,0.018,0.95,0.032,0.3818
a077286_crl_comannualrep_c160_2007_17882779_114,a077286_crl_comannualrep_c160_2007_17882779.json,1,114,"one small pod of high grade hematite magnetite was found, measuring 30 40m strike length and 2m width with a grade of 63% fe surrounded by low grade goethite magnetite bif.",1.0,low grade,2.0,"possible, low grade","the bifs contain 1mm to 10mm thick laminae of finely recrystallised quartz, magnetite and goethite. the widest layering is goethite with very finely divided magnetite and cherty quartz that dominate the mineralogy. one small pod of high grade hematite magnetite was found, measuring 30 40m strike length and 2m width with a grade of 63% fe surrounded by low grade goethite magnetite bif. detailed mapping and sampling of outcrop failed to find any economic high grade pods at surface, however 9 of 22 samples returned assays between 40 to 50% fe suggesting possible supergene enrichment at depth.",,0,"bif, bifs",,"goethite, hematite, quartz, magnetite",,,True,False,,,0.07530303030303032,0.514090909090909,0.085,0.915,0.0,-0.7506
a085202_m29_189_atr_2009_14238628_0,a085202_m29_189_atr_2009_14238628.json,1,0,department of mines and petroleum wa (1) contents page 1.0 introduction 5 2.0 tenement details 6 3.0 location and access 6 4.0 geology and mineralisation 7 5.0 previous exploration 11 6.0 work carried out during the period 13 6.1 resource calculations 14 7.0 proposed work 2009 2010 14.,1.0,mineralisation,1.0,mineralisation,"department of mines and petroleum wa (1) contents page 1.0 introduction 5 2.0 tenement details 6 3.0 location and access 6 4.0 geology and mineralisation 7 5.0 previous exploration 11 6.0 work carried out during the period 13 6.1 resource calculations 14 7.0 proposed work 2009 2010 14 1:250,000 map sheet and code menzies sh 51 5 1:100,000 map sheet and code menzies 3138 target commodity au, ni keywords menzies, granny venn, aunt nellie, jenny venn, gold, resource calculations, literature review.",,0,,menzies,gold,,,True,False,,,-0.16666666666666666,0.16666666666666666,0.0,0.975,0.025,0.2263
a085202_m29_189_atr_2009_14238628_6,a085202_m29_189_atr_2009_14238628.json,1,6,"previous work by peak resources and money mining had highlighted the gold potential of m29 189, specifically underlying ore at granny venn and aunt nellie pits.",1.0,potential,1.0,potential,"literature review, gis database site visit resource calculations abstract this report describes the work programme undertaken during the 11th year of grant (2008 2009) for bluestar resources pty ltd on their menzies project m29 189 in western australia. bluestar has an agreement with the effective tenement holder (peak resources ltd) whereby bluestar can earn an initial 51% in the menzies group of tenements by spending $400,000 in 2 years. previous work by peak resources and money mining had highlighted the gold potential of m29 189, specifically underlying ore at granny venn and aunt nellie pits. field work comprised a site visit and inspection of diamond core and rock chips.",,0,,"menzies, western australia","diamond, gold",,,True,False,,,0.08666666666666667,0.39333333333333337,0.0,0.902,0.098,0.8807
a085202_m29_189_atr_2009_14238628_19,a085202_m29_189_atr_2009_14238628.json,1,19,4.0 geology and mineralisation.,1.0,mineralisation,1.0,mineralisation,the project area consists of mulga scrub and is mostly flat. there are numerous fenceline and access tracks in the area. 4.0 geology and mineralisation. menzies lies within the central part of the norseman wiluna greenstone belt within the eastern goldfields province of the archaean yilgarn craton.,greenstone belt,0,,"yilgarn craton, norseman, menzies, goldfields, wiluna",,,archaean,True,False,,,-0.008333333333333333,0.2916666666666667,0.057,0.943,0.0,-0.4215
a085202_m29_189_atr_2009_14238628_38,a085202_m29_189_atr_2009_14238628.json,1,38,to the north a distinctive well foliated basalt and sedimentary rock association has economic importance as a host sequence for the gold mineralisation in the menzies area.,1.0,mineralisation,1.0,mineralisation,"the western boundary of the menzies shear zone includes tremolite chlorite schist, slate, gabbro lenses and coarse quartzo feldspathic schist. the eastern boundary is defined by the occurrence of silicified slate and chert. to the north a distinctive well foliated basalt and sedimentary rock association has economic importance as a host sequence for the gold mineralisation in the menzies area. narrow tremolite and talc chlorite schist lenses are present in both sedimentary rocks and basalt.",,0,"basalt, chert, sedimentary rocks, gabbro, sedimentary rock, feldspathic schist, schist, slate",menzies,"tremolite, gold, talc, chlorite",,,True,False,,,0.0,0.22000000000000003,0.0,0.939,0.061,0.5574
a085202_m29_189_atr_2009_14238628_50,a085202_m29_189_atr_2009_14238628.json,1,50,mineralisation occurs associated with granodiorite intrusives hosted within ultramafic schists.,1.0,mineralisation,1.0,mineralisation,"at the north a sheared south plunging antiform is outlined by a layered chert. the peak resources menzies project is located on the eastern domain and the licences cover the width of the attenuated greenstone belt from the menzies to the moriarty shear zones (figure 2). mineralisation occurs associated with granodiorite intrusives hosted within ultramafic schists. high strain has resulted in development of a strong linear north trending fabric, parallel to shallow north plunging open upright fold trends, in which boudinaged lithologies are strongly attenuated together with earlier formed quartz veins.",greenstone belt,0,"quartz veins, schists, chert, granodiorite",menzies,,,,True,False,,,0.09904761904761904,0.5009523809523809,0.013,0.928,0.059,0.6369
a085202_m29_189_atr_2009_14238628_54,a085202_m29_189_atr_2009_14238628.json,1,54,"mineralisation in the granny venn and auntie nellie deposits is associated with boudinaged granodiorite intrusives that occur in the culmination regions (high points) of shallow north plunging, open upright noncylindrical f2 folds developed in actinolite tremolite chlorite talc schists.",1.0,mineralisation,1.0,mineralisation,"typically the margins of boudinaged units are sheared. the structurally attenuated ultramafic schists vary in increasing strain from tremoliteactinolite (chlorite) schist to talc chlorite schists (kitto, 1999). mineralisation in the granny venn and auntie nellie deposits is associated with boudinaged granodiorite intrusives that occur in the culmination regions (high points) of shallow north plunging, open upright noncylindrical f2 folds developed in actinolite tremolite chlorite talc schists. mineralisation is hosted by an inlier of ultramafics that overlies and is bound to the northwest and southeast by granitoid plutons.",,0,"schists, granodiorite, schist, granitoid",,"actinolite, tremolite, talc, chlorite",,,True,False,,,-0.047999999999999994,0.46799999999999997,0.014,0.986,0.0,-0.0516
a085202_m29_189_atr_2009_14238628_58,a085202_m29_189_atr_2009_14238628.json,1,58,as a result of compression a general north south line of mineralisation associated with the hinge zone of north south trending shallow north plunging folds would develop.,1.0,mineralisation,1.0,mineralisation,between these plutons is a deep seated northeast trending shear zone which underlies the main corridor of mineralisation. during deformation granodiorite dykes and sills would be focused into the north south trending hinge zones of ductile ultramafic successions and become boudinaged. as a result of compression a general north south line of mineralisation associated with the hinge zone of north south trending shallow north plunging folds would develop. this scenario is apparent in the jenny venn to granny venn line of mineralisation.,,0,granodiorite,,,,,True,False,,,-0.013333333333333327,0.4166666666666667,0.0,0.954,0.046,0.4019
a085202_m29_189_atr_2009_14238628_61,a085202_m29_189_atr_2009_14238628.json,1,61,the main hosts to mineralisation in granny venn are granodiorite porphyry lenses enclosed within strongly foliated ultramafic schists.,1.0,mineralisation,1.0,mineralisation,"this scenario is apparent in the jenny venn to granny venn line of mineralisation. a further line of mineralisation could be inferred to run through goodenough to the west. the main hosts to mineralisation in granny venn are granodiorite porphyry lenses enclosed within strongly foliated ultramafic schists. gold mineralisation is associated with quartz veins with bleached silica pyrite alteration selvages within the granodiorite, higher gold grades occurred within pressure shadows outside the main porphyry bodies.",,0,"quartz veins, schists, granodiorite, porphyry",,"pyrite, silica, gold",,,True,False,,,0.15238095238095237,0.39999999999999997,0.029,0.944,0.028,-0.0258
a085202_m29_189_atr_2009_14238628_65,a085202_m29_189_atr_2009_14238628.json,1,65,gold mineralisation in the mt.,1.0,mineralisation,1.0,mineralisation,the lake ballard prospect is located on the eastern domain covering rocks of the eastern komatiitic flow units close to the eastern contact and the menzies shear zone. the project geology is bounded on the western edge by the mt ida lineament and is crossed by regular northeast trending structural breaks. gold mineralisation in the mt. ida greenstone belt is associated with pressure release structures between the mt.,greenstone belt,0,,"mt ida, menzies",gold,,,True,False,,,0.0,0.038461538461538464,0.031,0.937,0.031,0.0
a085202_m29_189_atr_2009_14238628_68,a085202_m29_189_atr_2009_14238628.json,1,68,nickel mineralisation is associated with basal flow and komatiitic units within the walter williams formation (wwf).,1.0,mineralisation,2.0,"low grade, mineralisation",ida greenstone belt is associated with pressure release structures between the mt. ida lineament and the menzies shear zone (mckenzies deposit). nickel mineralisation is associated with basal flow and komatiitic units within the walter williams formation (wwf). widespread low grade mineralisation lateritic nickel mineralisation occurs throughout the wwf and is due to the sulphur undersaturated parent magma.,"walter williams formation, greenstone belt",0,,menzies,"sulphur, nickel",,,True,False,,,-0.0625,0.3375,0.073,0.927,0.0,-0.5106
a085202_m29_189_atr_2009_14238628_74,a085202_m29_189_atr_2009_14238628.json,1,74,"at the completion of the mining, mineralisation remained in the bottom of the pits and in the case of granny venn continues over a strike length of 250 metres below the pit and mineralisation continues after a short gap to the north of the pit (granny venn north).",1.0,mineralisation,1.0,mineralisation,"5.0 previous exploration the granny venn and auntie nellie pits were mined (feb aug 1999) as part of the money mining paddington gold 50 50 profit sharing joint venture where paddington acted as operator manager. at the completion of mining an estimated 532,000t @ 3.52g t au was mined for approximately 60,000 troy ounces of gold. at the completion of the mining, mineralisation remained in the bottom of the pits and in the case of granny venn continues over a strike length of 250 metres below the pit and mineralisation continues after a short gap to the north of the pit (granny venn north). to the south of granny venn mineralisation continues between the pits (c.s.r.",,0,,paddington,gold,,,True,True,mineralisation remained,,-0.18888888888888888,0.35555555555555557,0.013,0.922,0.065,0.7269
a085202_m29_189_atr_2009_14238628_77,a085202_m29_189_atr_2009_14238628.json,1,77,the mineralisation below the granny venn pit is hosted by a talc carbonate unit (komatiite).,1.0,mineralisation,1.0,mineralisation,"to the south of granny venn mineralisation continues between the pits (c.s.r. zone) although possibly not connecting the auntie nellie and granny venn lines of mineralisation. the mineralisation below the granny venn pit is hosted by a talc carbonate unit (komatiite). zone, also called nellie north, was drilled originally by commonwealth sugar refineries (c.s.r.",,0,"komatiite, talc carbonate",,,,,True,False,,,0.1875,0.875,0.0,1.0,0.0,0.0
a085202_m29_189_atr_2009_14238628_83,a085202_m29_189_atr_2009_14238628.json,1,83,the rc programme and the first four holes of the rab programme returned reasonable widths of mineralisation at significant grade from within the central amphibolites ultramafic sequence of the eastern domain greenstone.,1.0,mineralisation,1.0,mineralisation,following the completion of the auntie nellie pit in 1999 twenty six rc holes were drilled around the original csr10 anomaly. this drilling was followed in early 2001 with four rab holes and again in mid 2001 with another five rab holes. the rc programme and the first four holes of the rab programme returned reasonable widths of mineralisation at significant grade from within the central amphibolites ultramafic sequence of the eastern domain greenstone. the final five rab holes intercepted weak mineralisation generally close to the surface and probably supergene in nature.,,0,"greenstone, amphibolites",,,,,True,False,,,0.08863636363636364,0.4848484848484848,0.03,0.927,0.043,0.0516
a085202_m29_189_atr_2009_14238628_86,a085202_m29_189_atr_2009_14238628.json,1,86,the spatial relationship of the mineralisation has not been reviewed.,1.0,mineralisation,1.0,mineralisation,the final five rab holes intercepted weak mineralisation generally close to the surface and probably supergene in nature. these holes are without collar survey and the exact significance of them in relation to the high grade mineralisation is unclear. the spatial relationship of the mineralisation has not been reviewed. outside the mine zone the mineralisation continues to trace the spine of the eastern domain of the menzies greenstone belt to the north and south of the mines.,greenstone belt,0,,menzies,,,,True,True,unclear,,0.014166666666666675,0.49416666666666664,0.06,0.914,0.026,-0.4215
a085202_m29_189_atr_2009_14238628_89,a085202_m29_189_atr_2009_14238628.json,1,89,gold mineralisation occurs intermittently over a strike length of approximately 300 metres and a width of approximately 100 metres.,1.0,mineralisation,1.0,mineralisation,outside the mine zone the mineralisation continues to trace the spine of the eastern domain of the menzies greenstone belt to the north and south of the mines. immediately south of the auntie nellie pit and 250 metres southwest along strike is the auntie kate prospect. gold mineralisation occurs intermittently over a strike length of approximately 300 metres and a width of approximately 100 metres. the majority of the gold mineralisation intersected to date is located above 30 metres.,greenstone belt,0,,"menzies, southwest",gold,,,True,False,,,-0.2,0.3375,0.038,0.934,0.028,0.0516
a085202_m29_189_atr_2009_14238628_96,a085202_m29_189_atr_2009_14238628.json,1,96,significant mineralisation has been encountered from the first drill programme at jenny venn and follow up drilling has confirmed the presence of potentially economic gold mineralisation at this prospect.,1.0,mineralisation,1.0,mineralisation,in 2000 twenty seven rab holes were drilled at jenny venn and these were followed up by in excess of 100 gvrc and jvrc prefixed rc holes. in places these holes are 5 metres apart and drilled at right angles to each other. significant mineralisation has been encountered from the first drill programme at jenny venn and follow up drilling has confirmed the presence of potentially economic gold mineralisation at this prospect. the extent and continuity of the mineralisation has not been clearly delineated but there is enough indication of the prospectivity at this location.,,0,,,gold,,,True,True,prospectivity,,0.18571428571428572,0.5252976190476191,0.017,0.95,0.033,0.1333
a085202_m29_189_atr_2009_14238628_101,a085202_m29_189_atr_2009_14238628.json,1,101,the affect this drilling has on the geometry and continuity of the mineralisation is unknown.,1.0,mineralisation,1.0,mineralisation,"the last five rc holes at jenny venn, jvrc 5 to 9, are close spaced holes surrounding the drilling intercept of 22 metres at 5.92 ppm au from an earlier programme. the drill collars have not been surveyed and the assays are not available. the affect this drilling has on the geometry and continuity of the mineralisation is unknown. to the north of the mining area exploration has been less intense but has highlighted several prospects.",,0,unknown,,,,,True,True,highlighted several prospects.,,-0.03809523809523809,0.3761904761904762,0.0,0.932,0.068,0.5029
