index,event_id,filename,anumber,sentence_count,report_type,idx,event_text,triggers,label,confidence,user,lower_idx,upper_idx
140229,a078420_c188-2007_2007a_11607028_75,a078420_c188-2007_2007a_11607028.json,78420,111,Annual,75,"and included :- Gridding: 58 line kilometres at 80m. apart (bearing 345o ) Rock Chip Samples: 71 samples were collected and analysed for Au,As,Ag,Cu,Ni,Mo.Pb,Sb,W. No significant results were returned. 1794 samples were assayed for gold. Hole GEWB 194 returned a 4m.",significant,False,High,charlie,75,75
142175,a078518_kennedyrange_e091340_07atr_15129475_21,a078518_kennedyrange_e091340_07atr_15129475.json,78518,120,Annual,21,"Location: The Kennedy Range project comprises Exploration License 09/1340. The tenement is located approximately 200km north-east of Carnarvon, in the Gascoyne region of Western Australia. Geology: The exploration licence lies within the Gascoyne Complex which is a deformed and high-grade metamorphic core zone of the early Proterozoic Capricorn Orogen that lies between the Archaean Pilbara and Yilgam Blocks. At the regional scale, the tenement lies largely within a complex zone of migmatites and schists surrounded by granitoids (Figure 2 adapted from Williams et al., 1983). Work done: Exploration work during the reporting period comprised data compilation & evaluation, field assessment, rock-chip sampling and a two ground radiometric surveys over the Red Hill Well and Munaballya Well South areas.",high grade,False,High,charlie,21,21
145690,a078700_newmont combined report 2008_9801766_97,a078700_newmont combined report 2008_9801766.json,78700,104,Annual,97,"This basement ridge appears to have a topographic expression that trends north east and may represent an ancient shoreline that could warrant further investigation. The Uranium potential of this area has been recognised and several palaeochannels were intersected in the northern tenement during this campaign. These samples need to be tested by spectrometer and the more anomalous samples should be sent for assay. As the mineral sands potential has diminished, all basement samples (including interface and redox front) should be submitted for gold and base metal analysis. Table of Contents PAGE",anomalous,False,High,charlie,97,99
152617,a079092_doir e04-1549 annrepto20jun08_12102843_185,a079092_doir e04-1549 annrepto20jun08_12102843.json,79092,294,Annual,185,"For the present, the geophysical work as reported has adequately described the situation. A portion of the WAPET drill core was found in the state archives and sampled and found to be exceptionally pure sodium chloride with little magnesium and potassium chloride. EL 4 / 1549 Frome Rocks Annual Report Year Ended 30 June 2008 Possible further work on the tenement Eastern Corporation were told that a due diligence hole to 1500 meters would cost of the order of A$2M and this was considered; however because of the extent and shape of the diapir there would be enough salt around the discovery hole for long- term exploitation at conceived rates from 4 to 12M tonnes per annum. It was decided not to carry out due diligence drilling this year and at this stage; Eastern Corporation then commissioned a desk-top study on the simple step of solution mining at Frome Rocks, hydraulic transportation to solar ponds north of Derby and export from the proposed new port at Pt. (This simple exercise ignored the concept of introducing parties from the Chloro-Chemical industry which is the long term objective).",possible,False,High,charlie,185,186
153847,a079124_c62_2003_westlakecarey_2008s_11864432_78,a079124_c62_2003_westlakecarey_2008s_11864432.json,79124,79,Final Surrender,78,No significant results were returned from the soil sampling programme with a maximum Au result of 10 ppb Au from sample A153902 in the north eastern corner of E39/1014. Conclusions: Results of the soil sampling programme were disappointing with no significant results returned. Following a review of all available exploration data and with consideration for the geological setting it was considered that tenements E39/1014 and P39/4285 held little potential to host significant gold mineralisation.,"potential, significant, mineralisation",False,High,charlie,78,78
154060,a079135_annual report 2008 e45_2480 - 31july 2008_15960928_44,a079135_annual report 2008 e45_2480 - 31july 2008_15960928.json,79135,101,Annual,44,"During the year ended April 2008, Gondwana undertook field reconnaissance on E45/2480 in the form of geological mapping with accompanying rock chip sampling designed to generate drill targets. The highlight of this work was the discovery of significant copper mineralisation at Comet East. The field investigation at the Dorph-Peterson Copper prospect within the NE corner of the tenement produced strongly anomalous surface samples. This steep, narrow vein protrudes from the hillside and is capped by late, barren cover. No modern exploration i.e.","prospect, anomalous",False,High,charlie,44,45
158998,a079387_e7002732_2008a_11003219_17,a079387_e7002732_2008a_11003219.json,79387,62,Annual,17,"Due to current access restrictions, most of the land being covered by farms, all the sampling was done along public roads or tracks. Slightly elevated gold, copper and silver values were reported at several locations, several times higher than background. The best zone of anomalism is located within an area of shearing and quartz veining exposed in a road cutting, seemingly adjacent to the interpreted trace of the Darkan Fault. These reconnaissance sampling results were considered encouraging, supporting the companys exploration concept To advance the project further, a search of the land ownership had to be completed and compensation / access agreements with the landholders put in place. Unfortunately this part proved to be onerous and as this tenement was purely grassroots, not a core element in the companys holdings, E70/2732 was surrendered (Surrender report E70/2732_2008S.pdf September 2008) Page 4 of 20",anomalism,False,High,charlie,17,18
165995,a079692_horse_well_partial-surrender-report_2005-8_16596130_115,a079692_horse_well_partial-surrender-report_2005-8_16596130.json,79692,136,Partial Surrender,115,Conclusions: Areas identified with weak gold anomalies and other untested structural targets require infill and reconnaissance drilling.,"low grade, anomalism",True,Medium,charlie,115,115
169122,a079859_law_ 2008a_16574790_328,a079859_law_ 2008a_16574790.json,79859,631,Annual,328,"To convert the unclassified resource at Leviathan to Indicated and Inferred status [1.6Mt @ 1.73/t for 91,000 ozs]. To collect geotechnical data & provide drill core samples for geotechnical test work and to define the style and orientation of mineralisation through structural analysis of drill core. The location of the collars are shown in Figure 5 and significant intersections are listed in Table 5. Diamond core retrieved from the drilling program was sampled by Golders and Associates and the samples were taken offsite for geotechnical analysis. Drawn: Figure No.",significant,False,High,charlie,328,328
175375,a080199_e36546_2008_a_02_annual_report_el36546_10502607_11,a080199_e36546_2008_a_02_annual_report_el36546_10502607.json,80199,61,Annual,11,"EL 36/546 is located approximately 50km southeast of the Yeelirrie uranium deposit, the worlds largest calcrete associated uranium deposit, which has an indicated resource of 52,500 tonnes U3O8.",mineralisation,True,Medium,charlie,11,11
176274,a080242_com_annrprt_2008_16598642_31,a080242_com_annrprt_2008_16598642.json,80242,79,Annual,31,There was up to 2% sulphides present in the host pyrite and chalcopyrite. There were three distinct quartz veins intersected within the mineralised zone: 47.25m ?,mineralised,True,Medium,charlie,31,32
177587,a080283_c392006_annual report_2007_2008_13960190_8,a080283_c392006_annual report_2007_2008_13960190.json,80283,184,Annual,8,Two mining tenements over the small Turtle and Range Pb-Zn-Cu mineral deposits are excised from E08/1376.,potential,True,Medium,charlie,8,8
180988,a080480_mcc_clp_e47_1233_a_ 2008_12711833_618,a080480_mcc_clp_e47_1233_a_ 2008_12711833.json,80480,702,Annual,618,"Kyoko Metz discussed the ethnographic values for the area with the Ngarluma Elders, recorded the GPS co-ordinates and photographed the Survey Area. At 11:35 am, the Survey Team drove to 510437mE 7713645mN, which was the beginning point for the Access Track for proposed Drill Hole 224. The Survey Team then proceeded to walk a transect of the proposed Access Track for Drill Hole 224. The Survey Team then examined proposed Drill Hole 224. Drill Hole 224 was moved to an area that had already been historically cleared.",proposed,False,High,charlie,618,621
190746,a080941_08-044 e803465 annual report_8684482_15,a080941_08-044 e803465 annual report_8684482.json,80941,27,Annual,15,"Tenement Area (blocks) Grant Expiry Commitment Rent Registered holder E80/3465 44 22.08.06 21.08.11 $44,000.00 $4,844.84 NADL 4.0 Geology The licence is located within the North Australian Craton, which is described as a stable block of deformed and metamorphosed Palaeoproterozoic age rocks. The Kimberley Basin forms the platform cover to the craton and consists of a succession of sedimentary and volcanics rocks of Proterozoic age. The terrain formed by the Kimberley Basin is rugged and is essentially a broad plateau dissected by strong jointing that has resulted in a well developed drainage system. The oldest unit that crops out within the licence is the Warton Sandstone which is a white quartz sandstone heavily dissected by jointing. The Carson Volcanics conformably underly the Warton Sandstone and may be exposed within the licence.",broad,False,High,charlie,15,16
190816,a080944_ssnw combine atr2008_9402510_319,a080944_ssnw combine atr2008_9402510.json,80944,843,Annual,319,"KanownaBelle) No D2shear uk fv Ringlock Yes fv uk mv East Sampson Dam Yes mv uk fv LignumSwamp No fv uk mv Lignum Extended No mv uk BlackSwan Yes fv uk fv CessnaDam No unknown uk unknown 4.5.3 BalagundiSubdomain Extending northwards from the Balagundi Project area, the subdomain comprises bimodal tholeiitic and felsic volcanics and sedimentsboundedtothewestbytheMtMongerFaultandtotheeast bytheVictoryDamFault.Thedomainischaracterisedbytheabsence of ultramafic volcanic rocks. A series of coherent stratigraphic packages, bounded by either D1 or D2 structures, are defined, including the Red Bluff Gully package in the southwest, and the Lindsayspackage inthecentraleast.Otherpackagesarepresentbut havenotbeennamed. LithosXMineralExplorationConsultants 7/04/2008 PioneersSilverSwanNorthWestProject Page27 GeologicalInterpretation Thegeology isdominatedbyaseriesof interpretedD1thrustbound slicesofmaficvolcanics interbeddedwithasequenceofshales,felsic volcaniclasticsandstonesandprobably felsicvolcanics.Thesequence has been intruded by a significant volume of gabbro, potentially at several stratigraphic levels, ie, in both the mafic and sedimentary rocks.The little outcrop identified isdominatedby themafic rocks, with the sediments either generally under cover, lateritised or outcroppingasheavilyweatheredrocks.Duetothelackofstratiform magneticrocks (BIFandserpentinisedkomatiite) thesequence isnot wellmapped in the interpretation,with significantareasmappedas undifferentiatedBalagundiSequence. Dip and younging directions are poorly constrained; at Red Bluff GullyintheBalagundiProjectareathesequenceissteepeastdipping and east younging? ie, the stratigraphy comprises a basal basalt, intrudedbygabbro,overlainbyasequenceofshale,clasticsediments andvolcaniclastics,includingnarrowconglomerates,andiscappedby athicksequenceoffelsicrocks.","significant, potentially",False,High,charlie,319,319
193300,a081043_e29_568_ar_2008_18145870_13,a081043_e29_568_ar_2008_18145870.json,81043,99,Annual,13,"Such mineralisation may occur in channels, platforms and chemical deltas, usually concentrating near the water table. Playa lakes, such as Lake Maitland located 180 kilometres north-northeast, also host uranium mineralisation in near-surface gypsiferous and calcareous clays. Uranium deposits either within valley calcrete or playa clays may be partially exposed at surface or completely hidden beneath transported cover.",proposed,True,Low,charlie,13,15
195196,a081100_e47_1184_2008a_17968799_40,a081100_e47_1184_2008a_17968799.json,81100,153,Annual,40,"The favourable lithological and structural controls on mineralisation include the extensions of the Mallina and Mt Wohler shear zones, with their numerous splay faults. This mineralisation strikes into the Aurox Indee Southwest project which is located both to the south and west of the Range River project.",further drilling,True,High,charlie,40,41
195268,a081102_glen_ayle_project_final_report_2008_e37_1963_1964_15419456_100,a081102_glen_ayle_project_final_report_2008_e37_1963_1964_15419456.json,81102,135,Final Surrender,100,"The forward modelling technique used assumes the perceived geological source, calculates the theoretical magnetic field surrounding this source and compares it with the observed magnetic field. The shape, location and properties of the modelled source can then be adjusted to improve the fit between the theoretical and observed fields. Potential field modelling of this sort does not generate a unique solution. Parameters such as susceptibility, depth to top and thickness can be combined in many ways (within certain ranges) to produce very similar theoretical responses. The Glen Ayle Project areas are located within the Capricorn Orogenic Zone which lies between the Pilbara and Yilgarn Cratons.",potential,False,High,charlie,100,100
195603,a081103_c462006a2008_10474324_2635,a081103_c462006a2008_10474324.json,81103,2842,Annual,2635,"In addition to this Great Western has a greater proportion of extreme values than Wonder North, leading to a higher nugget effect and greater variance. See Table 22 for a comparison.","significantly, more drilling",True,Low,charlie,2635,2636
196300,a081130_c9_2009_2008a_16432838_129,a081130_c9_2009_2008a_16432838.json,81130,380,Annual,129,Values ranged up to 127 ppb Gold were returned from quartz chips from old RAB drilling. The general area of the Project has had quite an extensive exploration history.,"prospect, prospect",True,High,charlie,129,130
196820,a081145_e39_592_2008a_15263276_18,a081145_e39_592_2008a_15263276.json,81145,65,Annual,18,It is possible that the 0.69g/t gold assay in LCAC007 is a chemically or alluvially transported value near the base of the lake sediment. If this is the case a primary source may be in the vicinity. The interval is anomalously low in base metals which may point to a quartz sand facies and the shallow depth of basement there may indicate a local resistate structure. Hole LCAC018 with the highest value in the program (0.87g/t Au) was collared 400m from adjacent holes on the traverse. This leaves scope for infill drilling and reinterpretation of the program.,may indicate,False,High,charlie,18,20
197481,a081167_tpp_2008a_17647010_295,a081167_tpp_2008a_17647010.json,81167,450,Annual,295,"Anomalous gold results were reported (max 974ppb Au) , with poor repeatability (nugget effect), south of the Bamboo Creek Road which may be associated with a brittle-stock work type system developed within mafic ultramafic sequence of rocks which warrants further investigation. No evidence of significant Mo anomalism was reported from the limited testing of the SW-NE trending regional structure which transects the SE portion of the project. This apparently deep crustal structure remains an excellent exploration target for buried intrusive bodies and brittle stock work type mineralisation and remains relatively untested. No significant results were reported from the reconnaissance survey conducted south of Duesenberg. 7.2 STREAM SEDIMENT SURVEY Upon preliminary review the potential for obvious gold and base metal mineralisation appears limited however low level anomalism (Au, Mo, As, Sb, Cu) spatially associated with granite margins may indicate the potential for brittle stock work type mineralisation and buried intrusives will require further investigation.",mineralisation,False,High,charlie,294,296
206029,a081481_hardey_a_2008_11542384_76,a081481_hardey_a_2008_11542384.json,81481,793,Annual,76,"The latter is associated with economic grades of uranium outside the tenement areas. The review by IBML concluded that the majority of the areas under application are mostly topographically higher than the level of calcrete development and cover regions of relatively fresh or shallowly weathered outcropping Palaeoproterozoic gneisses and schists. They therefore concluded that the tenements have little potential for calcrete style uranium mineralisation. The Fugro airborne gamma-ray spectrometric data shows Uranium only anomalies (low K and Th) in the far north and eastern portion of E09/1215 (Fig.10). The DEM data and geological map (Williams et al., 1983) indicate that these areas are likely to be dissected Cainozoic deposits flanking the Gascoyne River-Mount James Creek drainage systems.","potential, mineralisation",False,High,charlie,76,76
207043,a081531_c43_2003_2008a_16145201_345,a081531_c43_2003_2008a_16145201.json,81531,1005,Annual,345,"Soil sampling on the Yandeyarra Project area. Orthophoto of the Yandeyarra Project area showing location of mineral occurrences and prospects. Quartz carbonate vein with bright green mica, Princess May gold mine. Bright green (?sericite-altered) chert, near Arizona prospect. Gold-bearing vein in amphibolite east of John Bull gold deposit.",bright,False,High,charlie,345,347
207845,a081571_partial surrender report_e47_1392_11675056_22,a081571_partial surrender report_e47_1392_11675056.json,81571,41,Partial Surrender,22,E47/1392 is located about 30 km north and northwest of Newman in the East Pilbara Mineral Field.,"potential, significant, mineralisation",True,High,charlie,22,22
210279,a081675_c109_1998_2008a_11605525_178,a081675_c109_1998_2008a_11605525.json,81675,274,Annual,178,"Secondly, the felsic wedge extends away from the footwall contact and converges with the BSD flow to the north and down dip. This coupled with the increase of width and grade of the BSD flow to the north of the current deep drilling is also a strong indicator that a massive sulphide environment is forming in this area. Proposed drilling in this area was designed to define the lithostratigraphy to the south of the current drilling and has been put on hold due to this reinterpretation. Sectional interpretations have identified three project areas within the Gosling/BSD corridor. The Gosling deeps project that is targeted with the current diamond drilling program.",proposed,False,High,charlie,178,179
213331,a081764_rr_e52_1555_2009a_16002095_214,a081764_rr_e52_1555_2009a_16002095.json,81764,249,Annual,214,"This district lies directly to the north of the Robinson Ranges. With exploration and subsequent mining, the Peak Hill district Page 10 of 30 March 2009 became the second most profitable Proterozoic region (behind the Telfer Dome) for gold production in Western Australia. Mines such as Peak Hill, Horseshoe Lights, Fortnum and Plutonic were all discovered during the early 1980s early 1990s. Much of the tenure in the area was very tightly held during this period by precious metals and base metal exploration and mining companies. This situation continues today, although most gold mines (beside Plutonic) have been exhausted and current tenement holders are largely new floats (with large Exploration Lease holdings) with interests in the remnant gold and base metal resources in the region.",discovered,False,High,charlie,214,215
218900,a082015_gw_c312006_09a_11304209_95,a082015_gw_c312006_09a_11304209.json,82015,206,Annual,95,No further drilling was carried out at Mt Davis. It was noted that further drilling would require significant access preparation owing to the high relief terrain. 4.5.2 Grattan Well Prospect Further RAB and RC drilling was carried out at the Grattan Well prospect in the vicinity of earlier drilling. The highest RAB intersection was 3.10g/t gold over 15m from 29m and the highest RC intersection was 1.66g/t gold over 6m from 37m. This work combined with earlier drilling investigations showed that mineralisation has a strike extent of about 200m at the Grattan Well prospect and that tonnage potential is limited.,"prospect, prospect",False,High,charlie,95,95
221578,a082098_ab_c52-2007_2008p_11295582_185,a082098_ab_c52-2007_2008p_11295582.json,82098,306,Partial Surrender,185,"Gossans similar to Mt Elephant would also have the potential to host a small resource of DSO hematite ore. Further exploration for channel iron deposits and DSO hematite within the minor Ashburton Formation BIFs is considered warranted, along with further review of the copper-gold potential of the Project area. The following recommendations for further work are made: A helicopter EM survey flown over the entire project area to help map the thickness of alluvial material and directly target for concealed channel iron deposits.",prospect,True,Medium,charlie,185,186
223645,a082209_mrn_39_400 expreport2_17402723_220,a082209_mrn_39_400 expreport2_17402723.json,82209,257,Annual,220,The Eulaminna (or Anaconda) Mine is located to the west of the southern tenement group and the mine host rocks extend into the southwest portion of M39/372. Copper production from these mines is outlined in the table below.,"mineralization, prospect, may indicate, substantial",True,High,charlie,220,221
223949,a082234_c74_2006_2008a__11411810_967,a082234_c74_2006_2008a__11411810.json,82234,2913,Annual,967,3.7 Limitation of Survey The EPA (2004) lists a number of possible limitations and constraints that may impinge on the adequacy of flora and vegetation surveys. These are replicated in Table 8 below with an assessment relating to the current survey undertaken by OES. MegaUranium Limited Vegetation and Flora Survey of the Lake Maitland Project Area 26 Table 8 Summary of Potential Flora and Vegetation Survey Constraints Aspect Constraint? Comment Regarding Current Survey Competency/experience of consultants No The senior botanist on this project has 8 years experience in vegetation surveys in the goldfields region. Scope No The scope was clearly defined and realistically achievable within the designated timeframe.,potential,False,High,charlie,967,967
224044,a082234_c74_2006_2008a__11411810_1757,a082234_c74_2006_2008a__11411810.json,82234,2913,Annual,1757,"Avifauna Censussing: Censuses will be used to survey the avifauna present within each plot during which the number of individuals of each species observed at the site will be recorded. All equipment will require transportation from Perth. To supplement the systematic sampling, the presence of all vertebrate species will be recorded wherever, and whenever, possible. Opportunistic sampling will include: 1. Recording and analysing of bat calls through an ANABAT system at watering and/or feeding locations 2.","presence of, possible",False,High,charlie,1757,1758
229476,a082553_annual report 2009 e08 1620_18607846_37,a082553_annual report 2009 e08 1620_18607846.json,82553,106,Annual,37,This field program was curtailed by wet weather making access along station tracks impossible. The geochem results for the soils were inconclusive and it has been decided that this phase of the work will be discontinued.,prospect,True,High,charlie,36,37
230191,a082604_c175_2007_2009a_10981384_3,a082604_c175_2007_2009a_10981384.json,82604,252,Annual,3,Convenient and simple to use,exploration drilling,True,Medium,charlie,3,3
230884,a082630_gs_el80-3640_2009a_15836465_105,a082630_gs_el80-3640_2009a_15836465.json,82630,133,Annual,105,"Relevant information then needs to be compiled and digitally collated,with missingdatapurchasedwhereavailable. Findings outlined in the geological report by Mr Corbett on potential for economic epithermalAu?Agmineralisationatareasvisitedon theGoannaSpringsProspectsuggests potential is low. However,understandinganddevelopmentof theNSTepithermalmodel has significantly increased thanks to input from Mr Corbett. This input needs to be incorporated into the current model and suggestions by Mr Corbett on how to focus explorationtowardsprospectiveareasneedtobeimplementedbeforefieldworkcontinues. Emphasisshouldbeonunderstandingstratigraphicprofile,mineralisationtimingandspatial locationofmineralisationbothverticallyandhorizontally.Fieldprogramsneedtofocuson systematic gridding to eliminate barren quartz veins and sample those exhibiting prospective epithermal Au?Ag signatures such as ginguro bands (or at least chalcedony banding)andsulphiderichportions.",significantly,False,High,charlie,105,105
230923,a082637_e70_2738_2009a_11128027_12,a082637_e70_2738_2009a_11128027.json,82637,118,Annual,12,"The fine-grained sandstone units may display softsediment deformation structures. The coarser upper units feature up to 60 metres of stacked, upward fining cycles. Important diagnostics are considered to be firstly, the predominance of sandstone and the absence of coal seams of significant thickness and areal extent and secondly, a carbonaceous content in the subordinate dark-grey to black siltstone and mudstone units. The basal contact of the cycle may be erosional and associated with intraformational conglomerate characteristics by rip-up clasts of siltstone and infrequent macerated carbonaceous detritus. The Westralia Sandstone can be correlated with equivalent units in the Collie, Boyup and southern Perth Basins Ewington Coal Measures: The Ewington Coal Measures are the most areally extensive coal-bearing unit in the basin and can be correlated across the whole coalfield and into adjacent basins including the Perth Basin.",significant,False,High,charlie,12,13
234706,a082842_hem_ss_e58_352_2009_verification_report_9724060_16,a082842_hem_ss_e58_352_2009_verification_report_9724060.json,82842,17,Annual,16,Diamond Reverse Circulation Rotary Air Blast Air - Core Auger Groundwater Drilling All drilling EXPLORATION ACTIVITY INDEX E58/352 - 2009 Aeromagnetics Radiometrics Electromagnetics Gravity Digital terrain modelling Other (specify) Regional Reconnaissance Prospect Underground Costean,prospect,False,High,charlie,14,16
235518,a082871_090615 meentheena e45 2757 annual technical report ye 090403_12378009_3,a082871_090615 meentheena e45 2757 annual technical report ye 090403_12378009.json,82871,86,Annual,3,"Bookmark not defined. Figure 5 - Detailed Plan showing outline of the Fluorite mineralisation (projected to surface) .16 Figure 6 - Plan and Cross Section - Vein 2.17 Figure 7 - Vein 3 Outcrop map.18 Figure 8 - Vein 3 Cross Sections .19 Figure 9 - Vein 4 Plan View and Cross Section.20 Figure 10 - Vein 4 Cross Section.21 Figure 11 Vein 5 Plan .22 Figure 12 Vein 6 Plan .23 Figure 13 Vein 6 Cross Section.24 Baracus Pty Ltd E45/2757 Annual Report 4 Baracus Pty Ltd E45/2757 Annual Report 5 Baracus Pty Ltd E45/2757 Annual Report 1 Project Name: Meentheena Project Combined Reporting Number: Tenement Numbers: E45/2757 Tenement Holder: Baracus Pty Ltd Report Type: Annual Technical Report Title: Meentheena Project Annual Technical Report Report Period: 03/04/2008 02/04/2009 Author: Baracus Pty Ltd Date of Report: 20 May 2008 1:250,000 Map Sheet: NULLAGINE 1:100,000 Map Sheet: MOUNT EDGAR Target Commodity: Flourite Keywords: Meentheena, Field Reconnaissance Prospects Drilled: List of Assays: Baracus Pty Ltd E45/2757 Annual Report 2 The Meentheena Project E45/2757 is located approximately 75km east of Marble Bar in the North of Western Australia on the NULLAGINE 1:250,000 and MOUNT EDGAR 1:100,000 map sheets. The project covers an area of alternating sedimentary and volcanic formations intruded by an extensive porphyry sill (Bamboo Creek Porphyry) which varies from 100 to 1000m metres thick.",prospects,False,High,charlie,3,4
235522,a082871_090615 meentheena e45 2757 annual technical report ye 090403_12378009_14,a082871_090615 meentheena e45 2757 annual technical report ye 090403_12378009.json,82871,86,Annual,14,The Meentheena tenement is located in a geological environment consistent with models for flourite deposits.,"mineralisation, mineralisation",True,High,charlie,14,14
235766,a082897_stirlings report 08 09_12255031_125,a082897_stirlings report 08 09_12255031.json,82897,226,Annual,125,"Results revealed grades to2.13 g/t Au. Age: Archaean Structure: Conjugate sets of quartz veins, contacts, shears intrusives Geology: Abb, Aup, Agp, Aic, Aus, Adg, Abu, Ash Alteration: Chlorite, sericite, talc, silicification, sulphide, epidote, tourmaline Metamorphism: Greenschist facies Weathering: Variable. Mineralisation: Au, anomalous As, W, Mo, Zn 7.0 WORK COMPLETED Work completed by Townson included prospecting, costeaning and excavation of a small open pit. Mr P Clark (now dec) of Townson discovered mineralisation to the west of the open pit by surface prospecting.","mineralisation, anomalous",False,High,charlie,124,126
242887,a084089_m77_544_report_c2601997_11301464_54,a084089_m77_544_report_c2601997_11301464.json,84089,101,Annual,54,"Nickel exploration in the Forrestania region followed the discovery of a gossanous, ex-nickel sulphide outcrop at the New Morning prospect in 1969 (1.75% nickel and 2500ppm copper; 1.5% nickel and 1500 ppm Cu in follow up RAB).","discovered, significant",True,High,charlie,54,54
245367,a084180_str1082_cosmos 2009 annual_9199015_339,a084180_str1082_cosmos 2009 annual_9199015.json,84180,340,Annual,339,,"mineralised, mineralisation, prospect",True,High,charlie,339,339
246329,a084181_pad_ann_09_vol2 (appendices)_16848221_3389,a084181_pad_ann_09_vol2 (appendices)_16848221.json,84181,4342,Annual,3389,"It is noted that although salinity levels have been relatively stable during the 2008 review period, an overall trend of gradual increasing salinity levels has been displayed by many of these bores (TD3/12/2, TD3/15/2, TD3/9/1&2, TD3/N/3 and TD3/SW/2) since decommissioning of TSF3 in June 2003. It possible that this elevated salinity may be associated with the depth of the water table, with a decrease in water level from around 1 Our Reference 841C\C1\008a Page 5 PADDINGTON GOLD MINE GROUNDWATER MONITORING REPORT 2008 MONITORING RESULTS to 4m corresponding to an increase in salinity (TD3/9/1, TD3/9/2, TD3/E/4TD3/N/1, TD3/N/2 TD3/N/3TD3/SW/2) TD3/12/2), possibly due to mobilisation of stored salts in the regolith. Monitoring bores TD3/N/1, TD3/NW/1, TD3/S/1 and TD3/SW2 displayed significantly reduced salinity levels of up to 86,000mg/L since the 2007 review period, despite rising trends during previous reporting periods. TDS data for monitoring bores in the area of TSF3 are presented in Figures 6 to 11. Laboratory pH data have been used rather than field pH data to enable comparison with previous records.","significantly, rising",False,High,charlie,3389,3389
248740,a084306_yarlarweelor e52-2095 annual report 2009_15234528_4,a084306_yarlarweelor e52-2095 annual report 2009_15234528.json,84306,52,Annual,4,"DEPARTMENT OF MINES AND PETROLEUM x1 2. EMPIRE RESOURCES LIMITED x1 SUMMARY The Yarlarweelor project, E52/2095, covers an area of 492sq.km and is located 125km north of Meekatharra in Western Australia.",significant,True,Medium,charlie,3,4
253079,a084472_e39_1202_2009a_10211351_25,a084472_e39_1202_2009a_10211351.json,84472,97,Annual,25,The project is a joint venture between Jindalee Resources and Golden State Resources with each party holding a 50% direct interest in the tenement:,"anomalous, support, potential, mineralisation",True,High,charlie,25,25
256135,a084552_e08_1376 shaw river resources partial surrender 2009_15433718_73,a084552_e08_1376 shaw river resources partial surrender 2009_15433718.json,84552,172,Partial Surrender,73,Four deformational events have been interpreted and tested in the field for greater clarity.,"anomalous, supported, discovered, prospects",True,Medium,charlie,73,73
267975,a085049_atr_e52_1775_2009a_12626821_86,a085049_atr_e52_1775_2009a_12626821.json,85049,91,Annual,86,Conclusions and Recommendations: Aeromagnetic and gravity surveys identified two anomalies that may indicate the presence of concealed mineralised Marra Mamba Iron Formation. Target drilling is proposed to test these two targets. Further rock chip sampling along Spearhole Creek and its tributaries and Western Creek and its tributaries is proposed to locate if present CID deposits under calcrete cover (Oakover Formation). A search for any recently released open file data on the WAMEX system should also be conducted. API Management Pty LTD,proposed,False,High,charlie,86,87
270335,a085186_e77_1116_2009a_14049973_29,a085186_e77_1116_2009a_14049973.json,85186,64,Annual,29,"Exploration activities undertaken during the reporting period are summarized: Sourcing and review of all relevant reports, with a special emphasis on historical exploration activies. Geographical Information System database compilation, including: o Geological base maps o Airborne geophysics o Geochemistry o Mineral information o Geological mapping o Tenement and native title information o Airbourne geophysics image processing of 67 magnetic images o Preliminary interpretation o Final interpretation (currently in progress) o Preliminary target definition, FIGURE 8 o Final target definition (currently in progress) o Data compilation of the historical drilling database (currently in progress) The fore-mentioned series of mineralized events are used in assisting in predicting sites which may be prospective for gold mineralisation. Within tenements E77/1116 it is likely that gold mineralisation is related to compressive structures. Most deposits seem to have formed late in D2 and D3/ D3 structures are characterized by: Brittle to semi-brittle faults Small displacement structures Dextral strike slip to dextral transpression on N to NE trending structures, commonly reactivating on D2 or older structures Primary D3 faults strike NNE Mineralisation is characterized by: Sulphidisation of BIFs Quartz vein arrays in dilatant jogs Pyrite and arsenopyrite commonly associated with mineralisation.","mineralized, prospective, mineralisation",False,High,charlie,27,32
279049,a085588_e52_1496_2009a_14626635_55,a085588_e52_1496_2009a_14626635.json,85588,150,Annual,55,"This has led to a reappraisal of the prospectivity of the area for VMS-style mineralisation and geophysical techniques required to explore for such given there is deeply weathered regolith with thick cover, which masks much of the primary rocks in the region. 5.0 Previous Exploration Numerous previous owners have explored with mixed success for different types and styles of mineralisation on and in the region of the Narracoota project. Historic exploration within the Narracoota project area has been hampered because of significant transported cover and a deeply oxidised regolith profile. Historic work to date on tenement EL52/1496 includes: Aeromagnetic interpretation; Geological mapping; Soil geochemistry programmes; Petrological studies; and RAB, aircore and diamond drilling. Richmond Mining believes that a large amount of past exploration at Narracoota has been ineffective as the project area is largely covered by alluvium with minor colluvium, which has limited any valid test of the mineralisation potential.",significant,False,High,charlie,55,57
